2060,6,1,-4.618,3.059
2060,6,2,-6.861,1.735
2060,6,3,-6.979,-1.196
2060,6,4,-6.19,-2.683
2060,6,5,-3.594,-2.172
2060,6,6,-3.049,-2.085
2060,6,7,-3.4,-4.166
2060,6,8,-1.938,-2.598
2060,6,9,-0.177,-2.604
2060,6,10,1.582,-2.402
2060,6,11,2.122,-0.849
2060,6,12,1.057,0.689
2060,6,13,-0.494,-0.911
2060,6,14,-0.515,-2.801
2060,6,15,-1.893,-3.305
2060,6,16,-3.444,-0.721
2060,6,17,-3.341,0.682
2060,6,18,-4.311,0.995
2060,6,19,-4.585,0.499
2060,6,20,-1.649,3.317
2060,6,21,-1.941,3.455
2060,6,22,-2.81,2.546
2060,6,23,-2.466,2.958
2060,6,24,-1.524,1.223
2060,6,25,-0.782,4.977
2060,6,26,-0.548,4.252
2060,6,27,-0.067,6.565
2060,6,28,1.262,4.512
2060,6,29,0.229,2.165
2060,6,30,-0.989,3.298
2060,7,1,-3.444,3.337
2060,7,2,-2.657,5.373
2060,7,3,-2.526,2.228
2060,7,4,-1.877,5.549
2060,7,5,-1.058,5.242
2060,7,6,-2.164,6.362
2060,7,7,-2.103,5.516
2060,7,8,-1.807,4.601
2060,7,9,-1.877,3.911
2060,7,10,0.897,2.779
2060,7,11,4.884,4.74
2060,7,12,4.65,0.957
2060,7,13,-1.456,0.466
2060,7,14,-0.934,3.024
2060,7,15,0.857,4.548
2060,7,16,2.026,2.645
2060,7,17,1.849,6.235
2060,7,18,3.42,6.419
2060,7,19,4.31,5.535
2060,7,20,3.366,3.641
2060,7,21,3.528,4.166
2060,7,22,4.781,4.528
2060,7,23,5.946,8.653
2060,7,24,1.386,5.879
2060,7,25,3.426,3.222
2060,7,26,2.732,0.289
2060,7,27,3.499,1.206
2060,7,28,3.93,1.47
2060,7,29,2.946,2.995
2060,7,30,5.628,2.943
2060,7,31,4.241,6.047
2060,8,1,5.802,5.7
2060,8,2,4.091,9.39
2060,8,3,1.757,5.638
2060,8,4,5.489,5.42
2060,8,5,3.0,5.142
2060,8,6,2.745,7.287
2060,8,7,1.188,6.747
2060,8,8,1.157,6.877
2060,8,9,2.455,6.379
2060,8,10,0.742,5.024
2060,8,11,1.77,7.82
2060,8,12,-0.152,8.433
2060,8,13,-1.245,9.496
2060,8,14,0.336,4.436
2060,8,15,2.018,3.559
2060,8,16,1.713,6.142
2060,8,17,1.283,3.173
2060,8,18,2.658,4.046
2060,8,19,1.938,4.997
2060,8,20,1.552,4.443
2060,8,21,1.606,5.531
2060,8,22,1.245,5.642
2060,8,23,1.492,6.64
2060,8,24,1.436,4.339
2060,8,25,2.774,4.09
2060,8,26,3.33,3.262
2060,8,27,1.821,6.573
2060,8,28,5.567,1.61
2060,8,29,-1.825,1.258
2060,8,30,-1.928,0.432
2060,8,31,-0.895,0.583
2060,9,1,-0.525,2.623
2060,9,2,0.754,3.484
2060,9,3,1.899,5.471
2060,9,4,1.088,0.845
2060,9,5,0.258,-0.15
2060,9,6,3.311,0.224
2060,9,7,1.596,1.717
2060,9,8,2.09,1.058
2060,9,9,2.929,-1.054
2060,9,10,2.289,-2.98
2060,9,11,-0.19,-5.351
2060,9,12,-0.738,-5.599
2060,9,13,1.537,-3.173
2060,9,14,-4.467,-1.525
2060,9,15,-3.842,-0.223
2060,9,16,-6.869,-2.754
2060,9,17,-3.623,-2.761
2060,9,18,-3.081,-2.924
2060,9,19,-7.087,-5.421
2060,9,20,-10.393,-5.102
2060,9,21,-10.327,-4.908
2060,9,22,-7.972,-8.081
2060,9,23,-6.438,-10.86
2060,9,24,-4.638,-5.718
2060,9,25,-3.533,-6.519
2060,9,26,-6.728,-6.653
2060,9,27,-5.63,-6.127
2060,9,28,-5.957,-2.286
2060,9,29,-6.458,0.216
2060,9,30,-4.569,-0.798
