Site,Year,Date,X,Y,x,y,status,height.cm,tag,notes
GM,2020,6/16/2020,7,16,0.2,0.65,H,29,592,
GM,2020,6/16/2020,8,0,0.52,0,H,20,,
GM,2020,6/16/2020,8,0,0.71,0.3,H,3,,
GM,2020,6/16/2020,8,0,0.72,0.37,H,2,,
GM,2020,6/16/2020,8,0,0.74,0,H,1,,
GM,2020,6/16/2020,8,0,0.8,0.39,H,2,,
GM,2020,6/16/2020,8,0,0.8,0.82,H,15.5,227,
GM,2020,6/16/2020,8,0,0.94,0.1,H,2,233,
GM,2020,6/16/2020,8,0,0.95,0.74,H,6,248,
GM,2020,6/16/2020,8,0,0.97,0.85,H,9,226,
GM,2020,6/16/2020,8,2,0.2,0.2,H,17,235,
GM,2020,6/16/2020,8,3,0.1,0.15,H,17,307,
GM,2020,6/16/2020,8,3,0.1,0.6,H,23,305,
GM,2020,6/16/2020,8,3,0.45,0.1,H,22,500,
GM,2020,6/16/2020,8,5,0.65,0.2,H,2,,
GM,2020,6/16/2020,8,8,0.87,0.77,H,11,,
GM,2020,6/16/2020,8,9,0.7,0.4,H,13,356,
GM,2020,6/16/2020,8,9,0.85,0.6,H,20,,
GM,2020,6/16/2020,9,0,0.13,0.42,H,26,247,
GM,2020,6/16/2020,9,0,0.13,0.72,H,12.5,241,
GM,2020,6/16/2020,9,0,0.5,0.79,H,16,242,
GM,2020,6/16/2020,9,0,0.53,0.36,H,1,,
GM,2020,6/16/2020,9,0,0.58,0.36,H,2,,
GM,2020,6/16/2020,9,0,0.6,0.73,H,1,228,
GM,2020,6/16/2020,9,0,0.86,0.47,H,18,260,
GM,2020,6/16/2020,9,2,0.87,0.45,H,17,,
GM,2020,6/16/2020,9,3,0.04,0.84,H,1,,
GM,2020,6/16/2020,9,3,0.08,0.84,H,2,,
GM,2020,6/16/2020,9,3,0.1,0.35,H,10,245,
GM,2020,6/16/2020,9,3,0.85,0.45,H,15,230,
GM,2020,6/16/2020,9,5,0.7,0.6,H,14,,
GM,2020,6/16/2020,9,5,1,0.35,H,21,338,
GM,2020,6/16/2020,9,6,0.65,0.65,H,4,,
GM,2020,6/16/2020,9,6,0.8,0.45,H,33,,
GM,2020,6/16/2020,9,7,0.8,0.9,H,16,388,
GM,2020,6/16/2020,9,8,0.3,0.6,H,22,289,
GM,2020,6/16/2020,9,8,0.55,0.05,H,12,496,
GM,2020,6/16/2020,9,8,0.85,0.2,H,21,390,
GMDO,2020,6/16/2020,,,,,H,24,340,
GMDO,2020,6/16/2020,,,,,H,14,346,
GMDO,2020,6/16/2020,,,,,H,16,348,
GMDO,2020,6/16/2020,,,,,H,21,355,
HM,2020,6/18/2020,0,0,0.45,0.35,H,1,501,
HM,2020,6/18/2020,0,0,0.7,0.95,H,5,503,
HM,2020,6/18/2020,0,1,0.6,0.75,H,2,537,
HM,2020,6/18/2020,0,1,0.95,0.55,H,4,529,
HM,2020,6/18/2020,0,1,0.95,0.75,H,9,536,
HM,2020,6/18/2020,0,6,0.9,0.88,H,11,,
HM,2020,6/18/2020,0,6,0.92,0.18,H,4,,
HM,2020,6/18/2020,0,6,0.92,0.84,H,3,,
HM,2020,6/18/2020,0,7,0.15,0.1,H,9,,
HM,2020,6/18/2020,0,10,0.5,0.05,H,4,,
HM,2020,6/18/2020,0,10,0.7,0.2,H,4,,
HM,2020,6/18/2020,0,11,0.26,0.4,H,3,,
HM,2020,6/18/2020,0,11,0.41,0.5,H,5,,
HM,2020,6/18/2020,0,11,0.71,0.52,H,2,,
HM,2020,6/18/2020,0,11,0.85,0.05,H,5,,
HM,2020,6/18/2020,0,12,0.91,0.97,H,5,,
HM,2020,6/18/2020,0,14,0.25,0.85,H,6,,
HM,2020,6/18/2020,0,17,0.37,0.98,H,4,,
HM,2020,6/18/2020,0,17,0.71,0.76,H,5,,
HM,2020,6/18/2020,0,18,0.62,0.93,H,5,,
HM,2020,6/18/2020,0,18,0.76,0.1,H,4,,
HM,2020,6/18/2020,1,1,0.4,0.3,H,5,527,
HM,2020,6/18/2020,1,1,0.4,0.7,H,5,528,
HM,2020,6/18/2020,1,1,0.4,1,H,1,533,
HM,2020,6/18/2020,1,1,0.45,0.9,H,1,524,
HM,2020,6/18/2020,1,1,0.5,1,H,1,523,
HM,2020,6/18/2020,1,1,0.55,0.1,H,6,544,
HM,2020,6/18/2020,1,1,0.6,0.15,H,9,542,
HM,2020,6/18/2020,1,1,0.6,0.6,H,1,541,
HM,2020,6/18/2020,1,1,0.8,0.7,H,3,534,
HM,2020,6/18/2020,1,1,0.8,0.7,H,3,540,
HM,2020,6/18/2020,1,1,0.9,0.6,H,4,545,
HM,2020,6/18/2020,1,1,0.95,0.75,H,7,539,
HM,2020,6/18/2020,1,1,0.95,0.8,H,4,531,
HM,2020,6/18/2020,1,1,1,1,H,2,,
HM,2020,6/18/2020,1,4,0.52,0.18,H,2,,
HM,2020,6/18/2020,1,6,0.75,0.45,H,11,,
HM,2020,6/18/2020,1,10,0.84,0.27,H,6,,
HM,2020,6/18/2020,1,12,0.02,0.23,H,6,,
HM,2020,6/18/2020,1,12,0.35,0.47,H,11,,
HM,2020,6/18/2020,1,12,0.81,0.25,H,10,,
HM,2020,6/18/2020,1,12,0.85,0.3,H,6,,
HM,2020,6/18/2020,1,13,0.55,0.8,H,7,,
HM,2020,6/18/2020,1,13,1,0.85,H,3,,
HM,2020,6/18/2020,1,14,0.3,0.1,H,5.5,,
HM,2020,6/18/2020,1,15,0.15,0.95,H,3,,
HM,2020,6/18/2020,1,15,0.45,0.9,H,3.5,,
HM,2020,6/18/2020,1,16,0.66,0.18,H,5,,
HM,2020,6/18/2020,1,17,0.61,0.62,H,5,,
HM,2020,6/18/2020,1,17,0.85,0.29,H,5,,
HM,2020,6/18/2020,1,17,0.92,0.3,H,12,,
HM,2020,6/18/2020,2,1,0.05,0.67,H,5,,
HM,2020,6/18/2020,2,1,0.15,0.95,H,3,517,
HM,2020,6/18/2020,2,1,0.22,0.65,H,1,,
HM,2020,6/18/2020,2,1,0.22,0.78,H,4,,
HM,2020,6/18/2020,2,1,0.25,0,H,10,522,
HM,2020,6/18/2020,2,1,0.25,0.9,H,3,518,
HM,2020,6/18/2020,2,1,0.4,0.8,H,5,519,
HM,2020,6/18/2020,2,1,0.55,0.85,H,6,520,
HM,2020,6/18/2020,2,1,0.7,0.6,H,10,521,
HM,2020,6/18/2020,2,2,0.05,0.6,H,2,547,
HM,2020,6/18/2020,2,2,0.15,0.07,H,4,549,
HM,2020,6/18/2020,2,2,0.17,0.06,H,1,550,
HM,2020,6/18/2020,2,2,0.2,0.25,H,10,546,
HM,2020,6/18/2020,2,2,0.38,0.13,H,1,552,
HM,2020,6/18/2020,2,2,0.45,0.45,H,0.5,,
HM,2020,6/18/2020,2,2,0.45,0.52,H,1,,
HM,2020,6/18/2020,2,2,0.5,0.55,H,0.5,,
HM,2020,6/18/2020,2,2,0.5,0.7,H,0.5,,
HM,2020,6/18/2020,2,2,0.52,0.4,H,0.5,,
HM,2020,6/18/2020,2,2,0.53,0.41,H,0.5,,
HM,2020,6/18/2020,2,2,0.55,0.45,H,0.5,,
HM,2020,6/18/2020,2,2,0.65,0.23,H,0.5,,
HM,2020,6/18/2020,2,2,0.65,0.3,H,1,,
HM,2020,6/18/2020,2,2,0.65,0.32,H,0.5,,
HM,2020,6/18/2020,2,2,0.65,0.5,H,1,,
HM,2020,6/18/2020,2,2,0.76,0.05,H,0.5,,
HM,2020,6/18/2020,2,2,1,0.15,H,3,551,
HM,2020,6/18/2020,2,6,0.44,0.73,H,4,,
HM,2020,6/18/2020,2,6,0.78,0.6,H,7,,
HM,2020,6/18/2020,2,7,0.33,0.5,H,4,,
HM,2020,6/18/2020,2,7,0.55,0.18,H,5,,
HM,2020,6/18/2020,2,10,0.01,0.03,H,10,,
HM,2020,6/18/2020,2,10,0.2,0.08,H,8,,
HM,2020,6/18/2020,2,10,0.5,0.77,H,8,,
HM,2020,6/18/2020,2,11,0.18,0.19,H,5,,
HM,2020,6/18/2020,2,11,1,0.69,H,6,,
HM,2020,6/18/2020,2,12,0.36,0.22,H,5,,
HM,2020,6/18/2020,2,13,0.15,0.03,H,11,,
HM,2020,6/18/2020,2,13,0.35,0.27,H,7,,
HM,2020,6/18/2020,2,13,0.35,0.35,H,10,,
HM,2020,6/18/2020,2,13,0.6,0.1,H,17,,
HM,2020,6/18/2020,2,14,0.33,0.45,H,13,,
HM,2020,6/18/2020,2,14,0.75,0.65,H,8,,
HM,2020,6/18/2020,2,14,0.98,0.45,H,7,,
HM,2020,6/18/2020,2,14,0.98,0.5,H,9,,
HM,2020,6/18/2020,2,17,0.48,0.9,H,12,,
HM,2020,6/18/2020,2,19,0.62,0.93,H,8,,
HM,2020,6/18/2020,3,0,0.02,0.05,H,7,504,
HM,2020,6/18/2020,3,0,0.02,0.88,H,10,510,
HM,2020,6/18/2020,3,0,0.35,0.41,H,1,506,
HM,2020,6/18/2020,3,0,0.35,0.85,H,6,,
HM,2020,6/18/2020,3,0,0.41,0.62,H,0.5,,
HM,2020,6/18/2020,3,0,0.43,0.53,H,0.5,,
HM,2020,6/18/2020,3,0,0.44,0.55,H,2,509,
HM,2020,6/18/2020,3,0,0.57,0.89,H,4,511,
HM,2020,6/18/2020,3,0,0.58,0.44,H,9,507,
HM,2020,6/18/2020,3,0,0.69,0.2,H,6,505,
HM,2020,6/18/2020,3,0,0.69,0.39,H,10,508,
HM,2020,6/18/2020,3,1,0.15,0.27,H,5,516,
HM,2020,6/18/2020,3,1,0.35,0.49,H,2,513,
HM,2020,6/18/2020,3,1,0.45,0.6,H,4,,
HM,2020,6/18/2020,3,1,0.5,0.56,H,7,514,
HM,2020,6/18/2020,3,2,0.5,0.5,H,8,559,
HM,2020,6/18/2020,3,2,0.6,0.1,H,12,554,
HM,2020,6/18/2020,3,2,0.6,0.95,H,2,558,
HM,2020,6/18/2020,3,2,0.85,0.5,H,1.5,553,
HM,2020,6/18/2020,3,2,0.85,0.55,H,5,557,
HM,2020,6/18/2020,3,2,0.95,1,H,4,556,
HM,2020,6/18/2020,3,3,0.14,0.97,H,1,,
HM,2020,6/18/2020,3,3,0.58,0.25,H,3,,
HM,2020,6/18/2020,3,3,0.6,0.4,H,5,,
HM,2020,6/18/2020,3,3,0.6,0.6,H,3.5,,
HM,2020,6/18/2020,3,6,0.1,0.68,H,8,,
HM,2020,6/18/2020,3,7,0.03,0.43,H,9,,
HM,2020,6/18/2020,3,7,0.14,0.5,H,12,,
HM,2020,6/18/2020,3,8,0.66,0.77,H,5,584,
HM,2020,6/18/2020,3,10,0.07,0.42,H,4,,
HM,2020,6/18/2020,3,10,0.17,0.08,H,7,,
HM,2020,6/18/2020,3,10,0.56,0.18,H,11,,
HM,2020,6/18/2020,3,10,0.67,0.33,H,11,,
HM,2020,6/18/2020,3,10,0.92,0.98,H,14,575,
HM,2020,6/18/2020,3,11,0.08,0.08,H,8,,
HM,2020,6/18/2020,3,11,0.38,0.89,H,9,,
HM,2020,6/18/2020,3,11,0.73,0.95,H,7,,
HM,2020,6/18/2020,3,11,0.85,0.95,H,7,,
HM,2020,6/18/2020,3,12,0.13,0.15,H,7,,
HM,2020,6/18/2020,3,12,0.95,0.07,H,15.5,,
HM,2020,6/18/2020,3,13,0.3,0.85,H,9,,
HM,2020,6/18/2020,3,13,0.35,0.55,H,12,,
HM,2020,6/18/2020,3,13,0.35,0.8,H,6,,
HM,2020,6/18/2020,3,18,0.24,0.63,H,6.5,,
HM,2020,6/18/2020,3,18,0.5,1,H,7,,
HM,2020,6/18/2020,3,18,0.55,0.52,H,5,,
HM,2020,6/18/2020,3,18,0.56,0.64,H,11,,
HM,2020,6/18/2020,3,18,0.61,0.76,H,12,,
HM,2020,6/18/2020,3,19,0.11,0.91,H,5,,
HM,2020,6/18/2020,3,19,0.28,0.14,H,9,,
HM,2020,6/18/2020,3,19,0.32,0.67,H,3,,
HM,2020,6/18/2020,3,19,0.43,0.11,H,5,,
HM,2020,6/18/2020,4,1,0.29,0.77,H,9,569,
HM,2020,6/18/2020,4,1,0.38,0.82,H,4,570,
HM,2020,6/18/2020,4,1,0.57,0.96,H,5,572,
HM,2020,6/18/2020,4,1,0.62,0.73,H,3,571,
HM,2020,6/18/2020,4,2,0.12,0.15,H,4,565,
HM,2020,6/18/2020,4,2,0.17,0.57,H,3,566,
HM,2020,6/18/2020,4,2,0.18,0.45,H,4,562,
HM,2020,6/18/2020,4,2,0.19,0.9,H,4,564,
HM,2020,6/18/2020,4,2,0.22,0.09,H,4,563,
HM,2020,6/18/2020,4,2,0.68,0.7,H,7,567,
HM,2020,6/18/2020,4,2,0.74,0.04,H,5,560,
HM,2020,6/18/2020,4,2,0.43,0.43,H,10,561,
HM,2020,6/18/2020,4,3,0.24,0.15,H,3,477,
HM,2020,6/18/2020,4,3,0.5,0.55,H,9,,
HM,2020,6/18/2020,4,3,0.61,0.69,H,3,476,
HM,2020,6/18/2020,4,6,0.05,0.14,H,10,,
HM,2020,6/18/2020,4,6,0.05,0.94,H,2,,
HM,2020,6/18/2020,4,8,0.18,0.54,H,1,578,
HM,2020,6/18/2020,4,9,0.25,0.88,H,6,585,
HM,2020,6/18/2020,4,10,0.17,0.26,H,5,,
HM,2020,6/18/2020,4,10,0.2,0.23,H,8,,
HM,2020,6/18/2020,4,10,0.4,0.95,H,10,,
HM,2020,6/18/2020,4,10,0.66,0.8,H,7,583,
HM,2020,6/18/2020,4,11,0.27,0.17,H,4,,
HM,2020,6/18/2020,4,12,0.88,0.17,H,9,,
HM,2020,6/18/2020,4,12,0.92,0.75,H,4.5,,
HM,2020,6/18/2020,4,13,0.7,0.05,H,17,,
HM,2020,6/18/2020,4,13,0.75,0.1,H,14,,
HM,2020,6/18/2020,4,14,0.4,0.9,H,18,,
HM,2020,6/18/2020,4,14,0.45,0.9,H,16.5,,
HM,2020,6/18/2020,4,18,0.12,0.73,H,11,,
HM,2020,6/18/2020,5,1,0.81,0.66,H,6.5,902,
HM,2020,6/18/2020,5,1,0.88,0.73,H,3,904,
HM,2020,6/18/2020,5,1,0.89,0.23,H,9.5,903,
HM,2020,6/18/2020,5,2,0.08,0.47,H,4,,
HM,2020,6/18/2020,5,2,0.2,0.2,H,1,,
HM,2020,6/18/2020,5,2,0.87,0.52,H,7,581,
HM,2020,6/18/2020,5,3,0.15,0.13,H,3,,
HM,2020,6/18/2020,5,6,0.27,0.9,H,5,,
HM,2020,6/18/2020,5,6,0.66,0.61,H,3,,
HM,2020,6/18/2020,5,6,0.71,0.47,H,10,576,
HM,2020,6/18/2020,5,6,0.8,0.12,H,4,,
HM,2020,6/18/2020,5,7,0.5,0.45,H,10,,
HM,2020,6/18/2020,5,10,0.43,0.02,H,5,,
HM,2020,6/18/2020,5,10,0.44,0.22,H,3,,
HM,2020,6/18/2020,5,10,0.7,0.3,H,6,,
HM,2020,6/18/2020,5,11,0.28,0.02,H,3,,
HM,2020,6/18/2020,5,11,0.83,0.87,H,7,574,
HM,2020,6/18/2020,5,11,0.86,0.03,H,15,,
HM,2020,6/18/2020,5,12,0,0.33,H,3,,
HM,2020,6/18/2020,5,12,0,0.83,H,4,,
HM,2020,6/18/2020,5,12,0.77,0.25,H,13,,
HM,2020,6/18/2020,5,13,0.53,0.9,H,2,,
HM,2020,6/18/2020,5,13,0.55,0.1,H,7.5,,
HM,2020,6/18/2020,5,13,0.75,0.15,H,2,,
HM,2020,6/18/2020,5,13,0.8,0.65,H,8,,
HM,2020,6/18/2020,5,13,0.95,0.15,H,10,,
HM,2020,6/18/2020,5,13,1,0.1,H,18,588,
HM,2020,6/18/2020,5,14,0.3,0.4,H,10,,
HM,2020,6/18/2020,5,14,0.4,0.55,H,11,,
HM,2020,6/18/2020,5,17,0.63,0.46,H,7,,
HM,2020,6/18/2020,5,17,0.81,0.71,D,13,,
HM,2020,6/18/2020,5,17,0.9,0.42,H,3,,
HM,2020,6/18/2020,5,18,0.1,0.2,H,10,,
HM,2020,6/18/2020,5,19,0.83,0.84,H,6,,
HM,2020,6/18/2020,6,0,0.4,0.65,H,4,,
HM,2020,6/18/2020,6,0,0.5,0.45,H,10,474,
HM,2020,6/18/2020,6,0,0.6,1,H,6,,
HM,2020,6/18/2020,6,1,0.4,0.1,H,5,489,
HM,2020,6/18/2020,6,1,0.5,0.2,H,2.5,490,may be 2 plants
HM,2020,6/18/2020,6,1,0.7,0.2,H,1,,
HM,2020,6/18/2020,6,1,1,0.67,H,5,,
HM,2020,6/18/2020,6,2,0.43,0.53,H,3.5,,
HM,2020,6/18/2020,6,2,0.95,1,H,5,,
HM,2020,6/18/2020,6,3,1,0.45,H,1,,
HM,2020,6/18/2020,6,6,0.83,0.35,H,3,,
HM,2020,6/18/2020,6,6,0.98,1,H,7,,
HM,2020,6/18/2020,6,7,0.25,0.65,H,11,,
HM,2020,6/18/2020,6,7,0.28,0.68,H,8,,
HM,2020,6/18/2020,6,7,0.32,0.62,H,12,,
HM,2020,6/18/2020,6,7,0.4,0.2,H,7,,
HM,2020,6/18/2020,6,7,0.58,1,H,5,,
HM,2020,6/18/2020,6,10,0.07,0.14,H,9,,
HM,2020,6/18/2020,6,10,0.4,0.93,H,7,,
HM,2020,6/18/2020,6,10,0.69,0.12,H,6,,
HM,2020,6/18/2020,6,11,0.28,0.46,H,8,,
HM,2020,6/18/2020,6,12,0.67,1,H,9,589,
HM,2020,6/18/2020,6,12,0.73,0.25,H,2,,
HM,2020,6/18/2020,6,12,0.85,0.45,H,6,,
HM,2020,6/18/2020,6,13,0.35,0.33,H,13,,
HM,2020,6/18/2020,6,13,0.75,0.5,H,12,,
HM,2020,6/18/2020,6,14,0.9,0.1,H,9,,
HM,2020,6/18/2020,6,15,0.4,0.05,H,11,,
HM,2020,6/18/2020,6,16,0.57,0.56,H,10,,
HM,2020,6/18/2020,6,16,0.67,0.63,H,15,,
HM,2020,6/18/2020,6,16,0.91,0.69,H,7,,
HM,2020,6/18/2020,6,17,0.05,0.7,H,12,,
HM,2020,6/18/2020,6,17,0.11,0.82,H,11,,
HM,2020,6/18/2020,6,17,0.97,0.52,H,11,,
HM,2020,6/18/2020,6,18,0.04,0.02,H,8,,
HM,2020,6/18/2020,6,18,0.58,0.54,H,3,,
HM,2020,6/18/2020,6,18,1,0.14,H,6,,
HM,2020,6/18/2020,6,19,0.51,0.07,H,19,,
HM,2020,6/18/2020,6,19,0.7,0.15,H,13,,
HM,2020,6/18/2020,6,19,0.97,1,H,7,,
HM,2020,6/18/2020,7,0,0.5,0.81,H,3,905,
HM,2020,6/18/2020,7,1,0.31,0.87,H,9,906,
HM,2020,6/18/2020,7,1,0.33,0.57,H,5.5,907,
HM,2020,6/18/2020,7,1,0.34,0.27,H,11,901,
HM,2020,6/18/2020,7,1,0.7,0.95,H,2,,
HM,2020,6/18/2020,7,2,0.07,0.23,H,3,478,
HM,2020,6/18/2020,7,2,0.23,0.83,H,8,482,
HM,2020,6/18/2020,7,2,0.4,1,H,3,,
HM,2020,6/18/2020,7,2,0.46,0.73,H,0.5,,
HM,2020,6/18/2020,7,2,0.52,0.06,H,9,475,
HM,2020,6/18/2020,7,2,0.52,0.95,H,1,,
HM,2020,6/18/2020,7,2,0.6,0.71,H,4,481,
HM,2020,6/18/2020,7,2,0.64,0.53,H,3.5,479,
HM,2020,6/18/2020,7,2,0.88,0.42,H,2,480,
HM,2020,6/18/2020,7,3,0.03,0.55,H,8,,
HM,2020,6/18/2020,7,3,0.16,0.22,H,1,,
HM,2020,6/18/2020,7,3,0.3,0.5,H,2,,
HM,2020,6/18/2020,7,3,0.4,0.2,H,3.5,,
HM,2020,6/18/2020,7,3,0.6,0.45,H,5,,
HM,2020,6/18/2020,7,3,0.85,0.65,H,3,,
HM,2020,6/18/2020,7,6,0.4,0.42,H,12,,
HM,2020,6/18/2020,7,6,0.86,0.97,H,4,,
HM,2020,6/18/2020,7,7,0.07,0.2,H,4,,
HM,2020,6/18/2020,7,7,0.2,0.43,H,2,,
HM,2020,6/18/2020,7,10,0.25,0.81,H,12,,
HM,2020,6/18/2020,7,10,0.68,0.56,H,11,,
HM,2020,6/18/2020,7,10,0.8,0.12,H,6,,
HM,2020,6/18/2020,7,10,0.9,0.33,H,9,,
HM,2020,6/18/2020,7,11,0.49,0.08,H,12,,
HM,2020,6/18/2020,7,13,0.4,0.4,H,6.5,,
HM,2020,6/18/2020,7,13,0.53,0.25,H,2.5,,
HM,2020,6/18/2020,7,13,0.63,0.58,H,2,,
HM,2020,6/18/2020,7,13,1,0.15,H,2,,
HM,2020,6/18/2020,7,14,0.12,0.1,H,0.5,,
HM,2020,6/18/2020,7,14,0.55,0.45,H,2.5,,
HM,2020,6/18/2020,7,15,0.3,0.65,H,7.5,,
HM,2020,6/18/2020,7,15,0.53,0.35,H,5,,
HM,2020,6/18/2020,7,15,0.85,0.25,H,3.5,,
HM,2020,6/18/2020,7,15,0.9,0.7,H,15,,
HM,2020,6/18/2020,7,16,0.31,0.65,H,8,,
HM,2020,6/18/2020,7,16,0.91,0.64,H,3,,
HM,2020,6/18/2020,7,16,0.96,0.9,H,14,,
HM,2020,6/18/2020,7,17,0.13,0.12,H,4,,
HM,2020,6/18/2020,7,17,0.55,0.02,H,8,,
HM,2020,6/18/2020,7,17,0.67,0.19,H,11,,
HM,2020,6/18/2020,7,18,0.2,0.5,H,8,,
HM,2020,6/18/2020,8,0,0.33,0.75,H,10.5,487,
HM,2020,6/18/2020,8,0,0.35,0.3,H,11,488,
HM,2020,6/18/2020,8,1,0,0.85,H,,580,hasn't sprouted yet
HM,2020,6/18/2020,8,1,0.1,0.9,H,5,486,
HM,2020,6/18/2020,8,1,0.1,0.93,H,5,580,
HM,2020,6/18/2020,8,2,0.15,0.2,H,6,485,
HM,2020,6/18/2020,8,2,0.2,0.4,H,4,484,
HM,2020,6/18/2020,8,2,0.47,0.3,H,1,,
HM,2020,6/18/2020,8,2,0.9,0.6,H,7,483,
HM,2020,6/18/2020,8,3,0.45,0.85,H,8,471,
HM,2020,6/18/2020,8,3,0.65,0.2,H,0.5,,
HM,2020,6/18/2020,8,3,0.93,0.12,H,1,472,
HM,2020,6/18/2020,8,3,0.99,0.04,H,10,470,
HM,2020,6/18/2020,8,6,0.06,0.29,H,3,,
HM,2020,6/18/2020,8,6,0.53,0.6,H,7,,
HM,2020,6/18/2020,8,6,0.76,0.52,H,7,,
HM,2020,6/18/2020,8,11,0.59,0.22,H,7.5,,
HM,2020,6/18/2020,8,11,0.63,0.65,H,19,,
HM,2020,6/18/2020,8,11,0.69,0.45,H,6,,
HM,2020,6/18/2020,8,11,0.9,0.45,H,3,,
HM,2020,6/18/2020,8,12,0.4,0.03,H,2,,
HM,2020,6/18/2020,8,13,0.3,0.5,H,15,,
HM,2020,6/18/2020,8,13,0.75,0.5,H,15,,
HM,2020,6/18/2020,8,13,0.83,0.93,H,10,,
HM,2020,6/18/2020,8,13,0.92,0.4,H,1.5,,
HM,2020,6/18/2020,8,13,0.93,0.45,H,1,,
HM,2020,6/18/2020,8,13,1,0.7,H,5,,
HM,2020,6/18/2020,8,14,0.15,0.63,H,11.5,,
HM,2020,6/18/2020,8,14,0.23,0.05,H,1,,
HM,2020,6/18/2020,8,14,0.35,0.3,H,13,,
HM,2020,6/18/2020,8,14,0.6,0.4,H,6.5,,
HM,2020,6/18/2020,8,15,0.05,0.85,H,10,,
HM,2020,6/18/2020,8,15,0.3,0.05,H,6,,
HM,2020,6/18/2020,8,15,0.5,0.35,H,4,,
HM,2020,6/18/2020,8,15,0.73,0.8,H,17,,
HM,2020,6/18/2020,8,15,0.9,0.35,H,15,,
HM,2020,6/18/2020,8,16,0.12,0.74,H,5,,
HM,2020,6/18/2020,8,16,0.55,0.4,H,13,,
HM,2020,6/18/2020,8,16,0.61,0.36,H,10,,
HM,2020,6/18/2020,8,16,0.77,0.55,H,9,,
HM,2020,6/18/2020,8,16,0.89,0.81,H,18,,
HM,2020,6/18/2020,8,16,1,0.97,H,6,,
HM,2020,6/18/2020,8,17,0.5,0.86,H,9,,
HM,2020,6/18/2020,8,18,0.26,0.49,H,4,,
HM,2020,6/18/2020,8,18,0.32,0.79,H,12,,
HM,2020,6/18/2020,8,19,0.52,0.95,H,7,,
HM,2020,6/18/2020,9,0,0.61,0.81,H,11,473,
HM,2020,6/18/2020,9,1,0.16,0.47,H,4,467,
HM,2020,6/18/2020,9,1,0.21,0.88,H,12,466,
HM,2020,6/18/2020,9,1,0.37,0.87,H,6,468,
HM,2020,6/18/2020,9,2,0.1,0.07,H,7,,
HM,2020,6/18/2020,9,3,0.64,0.68,H,7,469,
HM,2020,6/18/2020,9,3,0.85,0.6,H,2,,
HM,2020,6/18/2020,9,7,0.26,0.43,H,7,,
HM,2020,6/18/2020,9,7,0.33,0.54,H,2,,
HM,2020,6/18/2020,9,7,0.33,0.8,H,9,,
HM,2020,6/18/2020,9,7,0.5,0.25,H,15,,
HM,2020,6/18/2020,9,11,0.12,0.87,H,20,,
HM,2020,6/18/2020,9,11,0.27,0.96,H,8,,
HM,2020,6/18/2020,9,11,0.48,0.77,H,10,,
HM,2020,6/18/2020,9,11,0.53,0.79,H,18,,
HM,2020,6/18/2020,9,12,0.27,0,H,10,,
HM,2020,6/18/2020,9,12,0.3,0.05,H,11,,
HM,2020,6/18/2020,9,12,0.3,0.23,H,14,,
HM,2020,6/18/2020,9,12,0.7,0.2,H,11,,
HM,2020,6/18/2020,9,12,0.73,0.85,H,4,,
HM,2020,6/18/2020,9,13,0.05,0.85,H,1.5,,
HM,2020,6/18/2020,9,13,0.07,0.85,H,1.5,,
HM,2020,6/18/2020,9,13,0.12,0.87,H,1,,
HM,2020,6/18/2020,9,13,0.3,0.87,H,1,,
HM,2020,6/18/2020,9,13,0.83,0.92,H,1.5,,
HM,2020,6/18/2020,9,13,1,0.9,H,1,,
HM,2020,6/18/2020,9,14,0.13,0.37,H,19,,
HM,2020,6/18/2020,9,14,0.15,0.25,H,14,,
HM,2020,6/18/2020,9,14,0.15,0.95,H,11,,
HM,2020,6/18/2020,9,14,0.55,0.4,H,11,,
HM,2020,6/18/2020,9,14,0.65,0.03,H,2,,
HM,2020,6/18/2020,9,14,0.68,0.03,H,3,,
HM,2020,6/18/2020,9,14,0.7,0,H,2,,
HM,2020,6/18/2020,9,14,0.7,0.02,H,3,,
HM,2020,6/18/2020,9,15,0.03,0.35,H,4,,
HM,2020,6/18/2020,9,15,0.15,0.2,H,13.5,,
HM,2020,6/18/2020,9,15,0.17,0.5,H,12,,
HM,2020,6/18/2020,9,15,0.3,0.1,H,9,,
HM,2020,6/18/2020,9,15,0.33,0,H,11,,
HM,2020,6/18/2020,9,16,0.6,1,H,7,,
HM,2020,6/18/2020,1,4,0.8,0.18,H,6,,
HM,2020,6/18/2020,2,4,0.13,0.03,H,1,,
HM,2020,6/18/2020,2,4,0.32,0.74,H,12,,
HM,2020,6/18/2020,4,4,0.13,0.57,H,8,,
HM,2020,6/18/2020,5,4,0.06,0.32,H,10,,
HM,2020,6/18/2020,5,4,0.17,0.31,H,7,,
HM,2020,6/18/2020,5,4,0.32,0.99,H,1,,
HM,2020,6/18/2020,6,4,0.06,0.01,H,2,,
HM,2020,6/18/2020,7,4,0.51,0.2,H,1,,
HM,2020,6/18/2020,7,4,0.25,0.47,H,3,,
HM,2020,6/18/2020,8,4,0.33,0.1,H,7,,
HM,2020,6/18/2020,8,4,0.2,0.89,H,6,,
HM,2020,6/18/2020,8,4,0.93,0.92,H,13,,
HM,2020,6/18/2020,9,4,0.19,0.41,H,11,,
HM,2020,6/18/2020,7,5,0.81,0.51,H,1,,
HM,2020,6/18/2020,7,5,0.09,0.39,H,4,,
HM,2020,6/18/2020,5,5,0.82,0.16,H,9,,
