Site,Year,Date,X,Y,x,y,status,height.cm,tag,notes
CC,2020,6/22/2020,7,15,0.15,0.06,H,6,,
CC,2020,6/22/2020,7,15,0.16,0.74,H,5,,
CC,2020,6/22/2020,7,15,0.17,0.11,H,7,,
CC,2020,6/22/2020,7,15,0.17,0.13,H,3,,
CC,2020,6/22/2020,7,15,0.17,0.17,H,7,,
CC,2020,6/22/2020,7,15,0.17,0.55,H,5,,
CC,2020,6/22/2020,7,15,0.17,0.58,H,3,,
CC,2020,6/22/2020,7,15,0.18,0.57,H,7,,
CC,2020,6/22/2020,7,15,0.2,0.35,H,8,,
CC,2020,6/22/2020,7,15,0.2,0.58,H,4,,
CC,2020,6/22/2020,7,15,0.2,0.6,H,8,,
CC,2020,6/22/2020,7,15,0.2,0.9,H,2,,
CC,2020,6/22/2020,7,15,0.23,0.17,H,3,,
CC,2020,6/22/2020,7,15,0.24,0.51,H,4,,
CC,2020,6/22/2020,7,15,0.26,0.49,H,1,,
CC,2020,6/22/2020,7,15,0.31,0.18,H,11,,
CC,2020,6/22/2020,7,15,0.31,0.27,H,6,,
CC,2020,6/22/2020,7,15,0.34,0.15,H,6,,
CC,2020,6/22/2020,7,15,0.35,0.23,H,10,,
CC,2020,6/22/2020,7,15,0.4,0.57,H,3,,
CC,2020,6/22/2020,7,15,0.42,0.57,H,3,,
CC,2020,6/22/2020,7,15,0.43,0.73,H,4,,
CC,2020,6/22/2020,7,15,0.5,0.71,H,6,,
CC,2020,6/22/2020,7,15,0.54,0.58,H,7,,
CC,2020,6/22/2020,7,15,0.55,0.03,H,2,,
CC,2020,6/22/2020,7,15,0.55,0.33,H,2,,
CC,2020,6/22/2020,7,15,0.57,0.03,H,4,,
CC,2020,6/22/2020,7,15,0.58,0.34,H,3,,
CC,2020,6/22/2020,7,15,0.6,0.35,H,4,,
CC,2020,6/22/2020,7,15,0.6,0.37,H,10,,
CC,2020,6/22/2020,7,15,0.6,0.38,H,3,,
CC,2020,6/22/2020,7,15,0.61,0.02,H,3,,
CC,2020,6/22/2020,7,15,0.62,0.36,H,2,,
CC,2020,6/22/2020,7,15,0.63,0.02,H,2,,
CC,2020,6/22/2020,7,15,0.63,0.44,H,1,,
CC,2020,6/22/2020,7,15,0.63,0.76,H,4,,
CC,2020,6/22/2020,7,15,0.64,0.45,H,8,,
CC,2020,6/22/2020,7,15,0.65,0.7,H,7,,
CC,2020,6/22/2020,7,15,0.68,0.48,H,3,,
CC,2020,6/22/2020,7,15,0.68,0.51,H,5,,
CC,2020,6/22/2020,7,15,0.7,0.25,H,3,,
CC,2020,6/22/2020,7,15,0.73,0.35,H,2,,
CC,2020,6/22/2020,7,15,0.73,0.37,H,3,,
CC,2020,6/22/2020,7,15,0.8,0.05,H,69,,
CC,2020,6/22/2020,7,15,0.8,0.23,H,5,,
CC,2020,6/22/2020,7,15,0.85,0.5,H,6.5,,
CC,2020,6/22/2020,7,15,0.9,0.33,H,5,,
CC,2020,6/22/2020,7,15,0.96,0.43,H,6,,
CC,2020,6/22/2020,7,15,0.98,0.54,H,7.5,,
CC,2020,6/22/2020,7,17,0.05,0.5,H,5,,
CC,2020,6/22/2020,7,17,0.05,0.78,H,5,,
CC,2020,6/22/2020,7,17,0.1,0.95,H,5,,
CC,2020,6/22/2020,7,17,0.12,0.53,H,6,,
CC,2020,6/22/2020,7,17,0.12,0.89,H,3,,
CC,2020,6/22/2020,7,17,0.12,0.9,H,4,,
CC,2020,6/22/2020,7,17,0.13,0.89,H,3,,
CC,2020,6/22/2020,7,17,0.14,0.85,H,3,,
CC,2020,6/22/2020,7,17,0.14,0.89,H,3,,
CC,2020,6/22/2020,7,17,0.15,0.85,H,6,,
CC,2020,6/22/2020,7,17,0.15,0.87,H,2,,
CC,2020,6/22/2020,7,17,0.15,0.88,H,4,,
CC,2020,6/22/2020,7,17,0.15,0.9,H,5,,
CC,2020,6/22/2020,7,17,0.15,0.94,H,4,,
CC,2020,6/22/2020,7,17,0.17,0.95,H,7,,
CC,2020,6/22/2020,7,17,0.2,0.89,H,3,,
CC,2020,6/22/2020,7,17,0.2,0.9,H,4,,
CC,2020,6/22/2020,7,17,0.2,0.95,H,5,,
CC,2020,6/22/2020,7,17,0.22,0.89,H,3,,
CC,2020,6/22/2020,7,17,0.22,0.89,H,6,,
CC,2020,6/22/2020,7,17,0.36,0.6,H,2,,
CC,2020,6/22/2020,7,17,0.4,0.62,H,8,,
CC,2020,6/22/2020,7,17,0.4,0.9,H,8,,
CC,2020,6/22/2020,7,17,0.43,0.56,H,6,,
CC,2020,6/22/2020,7,17,0.44,0.53,H,8,,
CC,2020,6/22/2020,7,17,0.48,0.5,H,8,,
CC,2020,6/22/2020,7,17,0.48,0.8,H,5,,
CC,2020,6/22/2020,7,17,0.52,0.82,H,4,,
CC,2020,6/22/2020,7,17,0.53,0.47,H,4,,
CC,2020,6/22/2020,7,17,0.53,0.48,H,3,,
CC,2020,6/22/2020,7,17,0.55,0.45,H,6,,
CC,2020,6/22/2020,7,17,0.55,0.9,H,3,,
CC,2020,6/22/2020,7,17,0.56,0.87,H,3,,
CC,2020,6/22/2020,7,17,0.59,0.87,H,6,,
CC,2020,6/22/2020,7,17,0.6,0.75,H,11,,
CC,2020,6/22/2020,7,17,0.65,0.75,H,4,,
CC,2020,6/22/2020,7,17,0.65,0.8,H,10,,
CC,2020,6/22/2020,7,17,0.67,0.75,H,7,,
CC,2020,6/22/2020,7,17,0.99,0.76,H,6,,
CC,2020,6/22/2020,7,17,1,0.9,H,5,,
CC,2020,6/22/2020,8,8,0.02,0.04,H,10,,
CC,2020,6/22/2020,8,8,0.02,0.59,H,8,,
CC,2020,6/22/2020,8,8,0.03,0.22,H,9,,
CC,2020,6/22/2020,8,8,0.04,0.07,H,8,,
CC,2020,6/22/2020,8,8,0.04,0.26,H,9,,
CC,2020,6/22/2020,8,8,0.07,0.02,H,8,,
CC,2020,6/22/2020,8,8,0.07,0.07,H,9,,
CC,2020,6/22/2020,8,8,0.07,0.21,H,4,,
CC,2020,6/22/2020,8,8,0.08,0.79,H,19,,
CC,2020,6/22/2020,8,8,0.09,0.03,H,5,,
CC,2020,6/22/2020,8,8,0.09,0.25,H,8,,
CC,2020,6/22/2020,8,8,0.09,0.37,H,15,,
CC,2020,6/22/2020,8,8,0.1,0.42,H,9,,
CC,2020,6/22/2020,8,8,0.1,0.59,H,7,,
CC,2020,6/22/2020,8,8,0.12,0.45,H,6,,
CC,2020,6/22/2020,8,8,0.13,0.59,H,8,,
CC,2020,6/22/2020,8,8,0.16,0.75,H,5,,
CC,2020,6/22/2020,8,8,0.18,0.38,H,12,,
CC,2020,6/22/2020,8,8,0.18,0.58,H,9,,
CC,2020,6/22/2020,8,8,0.18,0.66,H,12,,
CC,2020,6/22/2020,8,8,0.2,0.22,H,11,,
CC,2020,6/22/2020,8,8,0.2,0.59,H,8,,
CC,2020,6/22/2020,8,8,0.22,0.6,H,9,,
CC,2020,6/22/2020,8,8,0.22,0.76,H,16,,
CC,2020,6/22/2020,8,8,0.23,0.19,H,6,,
CC,2020,6/22/2020,8,8,0.24,0.59,H,8,,
CC,2020,6/22/2020,8,8,0.28,0.55,H,9,,
CC,2020,6/22/2020,8,8,0.32,0.83,H,7,,
CC,2020,6/22/2020,8,8,0.35,0.87,H,11,,
CC,2020,6/22/2020,8,8,0.36,0.53,H,6,,
CC,2020,6/22/2020,8,8,0.4,0.27,H,7,,
CC,2020,6/22/2020,8,8,0.44,0.28,H,12,,
CC,2020,6/22/2020,8,8,0.44,0.54,H,53,,
CC,2020,6/22/2020,8,8,0.5,0.31,H,8,,
CC,2020,6/22/2020,8,8,0.52,0.56,H,4,,
CC,2020,6/22/2020,8,8,0.52,0.62,H,9,,
CC,2020,6/22/2020,8,8,0.56,0.58,H,8,,
CC,2020,6/22/2020,8,8,0.59,0.63,H,7,,
CC,2020,6/22/2020,8,8,0.59,0.73,H,2,,
CC,2020,6/22/2020,8,8,0.6,0.68,H,6,,
CC,2020,6/22/2020,8,8,0.64,0.54,H,5,,
CC,2020,6/22/2020,8,8,0.64,0.74,H,8,,
CC,2020,6/22/2020,8,8,0.66,0.62,H,9,,
CC,2020,6/22/2020,8,8,0.66,0.67,H,8,,
CC,2020,6/22/2020,8,8,0.67,0.23,H,9,,
CC,2020,6/22/2020,8,8,0.67,0.25,H,7,,
CC,2020,6/22/2020,8,8,0.67,0.27,H,9,,
CC,2020,6/22/2020,8,8,0.68,0.99,H,11,,
CC,2020,6/22/2020,8,8,0.7,0.24,H,9,,
CC,2020,6/22/2020,8,8,0.7,0.56,H,11,,
CC,2020,6/22/2020,8,8,0.72,0.58,H,4,,
CC,2020,6/22/2020,8,8,0.76,0.94,H,9,,
CC,2020,6/22/2020,8,8,0.82,0.6,H,7,,
CC,2020,6/22/2020,8,8,0.83,0.09,H,8,,
CC,2020,6/22/2020,8,8,0.91,0.48,H,9,,
CC,2020,6/22/2020,8,8,0.91,0.58,H,12,,
CC,2020,6/22/2020,8,8,0.93,0.19,H,11,,
CC,2020,6/22/2020,8,8,0.95,0.26,H,15,,
CC,2020,6/22/2020,8,8,0.98,0.44,H,9,,
CC,2020,6/22/2020,8,8,0.98,0.6,H,12,,
CC,2020,6/22/2020,8,8,0.98,0.64,H,10,,
CC,2020,6/22/2020,8,8,0.99,0.5,H,10,,
CC,2020,6/22/2020,8,8,0.998,0.54,H,10,,
CC,2020,6/22/2020,8,15,0.02,0.45,H,6,,
CC,2020,6/22/2020,8,15,0.06,0.5,H,7,,
CC,2020,6/22/2020,8,15,0.1,0.25,H,6,,
CC,2020,6/22/2020,8,15,0.15,0.21,H,6,,
CC,2020,6/22/2020,8,15,0.25,0.62,H,8,,
CC,2020,6/22/2020,8,15,0.5,0.29,H,5,,
CC,2020,6/22/2020,8,15,0.5,0.34,H,8,,
CC,2020,6/22/2020,8,15,0.75,0.8,H,61,,
CC,2020,6/22/2020,8,15,0.79,0.2,H,6,,
CC,2020,6/22/2020,8,15,0.79,0.25,H,5,,
CC,2020,6/22/2020,8,15,0.85,0.23,H,7,,
CC,2020,6/22/2020,8,15,0.85,0.35,H,5,,
CC,2020,6/22/2020,8,15,0.94,0.25,H,8,,
CC,2020,6/22/2020,8,17,0.02,0.9,H,6,,
CC,2020,6/22/2020,8,17,0.02,0.97,H,6,,
CC,2020,6/22/2020,8,17,0.03,1,H,5,,
CC,2020,6/22/2020,8,17,0.08,1,H,6,,
CC,2020,6/22/2020,8,17,0.1,0.45,H,6,,
CC,2020,6/22/2020,8,17,0.12,0.43,H,6,,
CC,2020,6/22/2020,8,17,0.13,1,H,5,,
CC,2020,6/22/2020,8,17,0.15,1,H,5,,
CC,2020,6/22/2020,8,17,0.6,0.12,H,6,,
CC,2020,6/22/2020,8,17,0.6,0.4,H,7,,
CC,2020,6/22/2020,8,17,0.68,0.68,H,5,,
CC,2020,6/22/2020,8,17,0.7,0.65,H,6,,
CC,2020,6/22/2020,8,17,0.7,0.86,H,7,,
CC,2020,6/22/2020,8,17,0.75,0.67,H,5,,
CC,2020,6/22/2020,8,17,0.75,0.75,H,2,,
CC,2020,6/22/2020,8,17,0.76,0.73,H,5,,
CC,2020,6/22/2020,8,17,0.78,0.75,H,6,,
CC,2020,6/22/2020,8,17,0.8,0.62,H,5,,
CC,2020,6/22/2020,8,17,0.82,0.66,H,5,,
CC,2020,6/22/2020,8,17,0.85,0.8,H,3,,
CC,2020,6/22/2020,8,17,0.86,0.48,H,5,,
CC,2020,6/22/2020,8,17,0.87,0.46,H,2,,
CC,2020,6/22/2020,9,8,0,0.31,H,10,,
CC,2020,6/22/2020,9,8,0.01,0.07,H,10,,
CC,2020,6/22/2020,9,8,0.02,0.83,H,9,,
CC,2020,6/22/2020,9,8,0.04,0.07,H,6,,
CC,2020,6/22/2020,9,8,0.04,0.3,H,5,,
CC,2020,6/22/2020,9,8,0.04,0.52,H,7,,
CC,2020,6/22/2020,9,8,0.04,0.81,H,8,,
CC,2020,6/22/2020,9,8,0.04,0.85,H,9,,
CC,2020,6/22/2020,9,8,0.05,0.67,H,6,,
CC,2020,6/22/2020,9,8,0.06,0.31,H,5,,
CC,2020,6/22/2020,9,8,0.06,0.87,H,11,,
CC,2020,6/22/2020,9,8,0.07,0.12,H,4,,
CC,2020,6/22/2020,9,8,0.07,0.7,H,9,,
CC,2020,6/22/2020,9,8,0.07,0.78,H,7,,
CC,2020,6/22/2020,9,8,0.08,0.03,H,7,,
CC,2020,6/22/2020,9,8,0.08,0.07,H,8,,
CC,2020,6/22/2020,9,8,0.08,0.29,H,5,,
CC,2020,6/22/2020,9,8,0.08,0.5,H,8,,
CC,2020,6/22/2020,9,8,0.1,0.14,H,7,,
CC,2020,6/22/2020,9,8,0.1,0.52,H,6,,
CC,2020,6/22/2020,9,8,0.11,0.38,H,7,,
CC,2020,6/22/2020,9,8,0.11,0.69,H,5,,
CC,2020,6/22/2020,9,8,0.12,0.27,H,7,,
CC,2020,6/22/2020,9,8,0.12,0.45,H,3,,
CC,2020,6/22/2020,9,8,0.12,0.45,H,4,,
CC,2020,6/22/2020,9,8,0.13,0.5,H,3,,
CC,2020,6/22/2020,9,8,0.16,0.54,H,5,,
CC,2020,6/22/2020,9,8,0.17,0.79,H,6,,
CC,2020,6/22/2020,9,8,0.18,0.74,H,4,,
CC,2020,6/22/2020,9,8,0.18,0.77,H,8,,
CC,2020,6/22/2020,9,8,0.19,0.35,H,6,,
CC,2020,6/22/2020,9,8,0.19,0.38,H,5,,
CC,2020,6/22/2020,9,8,0.2,0.81,H,5,,
CC,2020,6/22/2020,9,8,0.21,0.96,H,5,,
CC,2020,6/22/2020,9,8,0.24,0.81,H,4,,
CC,2020,6/22/2020,9,8,0.25,0.74,H,5,,
CC,2020,6/22/2020,9,8,0.26,0.3,H,10,,
CC,2020,6/22/2020,9,8,0.26,0.79,H,8,,
CC,2020,6/22/2020,9,8,0.28,0.34,H,7,,
CC,2020,6/22/2020,9,8,0.32,0.08,H,8,,
CC,2020,6/22/2020,9,8,0.32,0.28,H,4,,
CC,2020,6/22/2020,9,8,0.36,0.1,H,7,,
CC,2020,6/22/2020,9,8,0.36,0.89,H,10,,
CC,2020,6/22/2020,9,8,0.4,0.66,H,5,,
CC,2020,6/22/2020,9,8,0.42,0.2,H,3,,
CC,2020,6/22/2020,9,8,0.45,0.35,H,7,,
CC,2020,6/22/2020,9,8,0.48,0.67,H,4,,
CC,2020,6/22/2020,9,8,0.54,0.08,H,4,,
CC,2020,6/22/2020,9,8,0.54,0.65,H,4,,
CC,2020,6/22/2020,9,8,0.55,0.92,H,11,,
CC,2020,6/22/2020,9,8,0.59,0.94,H,9,,
CC,2020,6/22/2020,9,8,0.62,0.1,H,2,,
CC,2020,6/22/2020,9,8,0.66,0.58,H,2,,
CC,2020,6/22/2020,9,8,0.66,0.88,H,12,,
CC,2020,6/22/2020,9,8,0.68,0.9,H,3,,
CC,2020,6/22/2020,9,8,0.72,0.13,H,9,,
CC,2020,6/22/2020,9,8,0.88,0.8,H,3,,
CC,2020,6/22/2020,9,8,0.99,0.08,H,11,,
CC,2020,6/22/2020,9,15,0.05,0.17,H,9,,
CC,2020,6/22/2020,9,15,0.05,0.32,H,6,,
CC,2020,6/22/2020,9,15,0.05,0.36,H,8,,
CC,2020,6/22/2020,9,15,0.12,0.22,H,4,,
CC,2020,6/22/2020,9,15,0.12,0.25,H,7,,
CC,2020,6/22/2020,9,15,0.15,0.21,H,9,,
CC,2020,6/22/2020,9,15,0.15,0.4,H,20,,
CC,2020,6/22/2020,9,15,0.17,0.15,H,8,,
CC,2020,6/22/2020,9,15,0.22,0.4,H,7,,
CC,2020,6/22/2020,9,15,0.24,0.42,H,4,,
CC,2020,6/22/2020,9,15,0.27,0.42,H,4,,
CC,2020,6/22/2020,9,17,0.04,0.3,H,2,,
CC,2020,6/22/2020,9,17,0.04,0.43,H,3,,
CC,2020,6/22/2020,9,17,0.05,0.69,H,0.15,,
CC,2020,6/22/2020,9,17,0.05,0.7,H,1,,
CC,2020,6/22/2020,9,17,0.06,0.7,H,5,,
CC,2020,6/22/2020,9,17,0.12,0.4,H,2,,
CC,2020,6/22/2020,9,17,0.15,0.06,H,1,,
CC,2020,6/22/2020,9,17,0.2,0.3,H,1,,
CC,2020,6/22/2020,9,17,0.24,0.66,H,8,,
CC,2020,6/22/2020,9,17,0.26,0.6,H,3,,
CC,2020,6/22/2020,9,17,0.28,0.95,H,5,,
CC,2020,6/22/2020,9,17,0.28,1,H,5,,
CC,2020,6/22/2020,9,17,0.29,0.96,H,4,,
CC,2020,6/22/2020,9,17,0.29,0.98,H,6,,
CC,2020,6/22/2020,9,17,0.3,1,H,5,,
CC,2020,6/22/2020,9,17,0.38,0.7,H,4,,
CC,2020,6/22/2020,9,17,0.38,0.88,H,1,,
CC,2020,6/22/2020,9,17,0.43,0.1,H,3,,
CC,2020,6/22/2020,9,17,0.5,0.3,H,31,,
CC,2020,6/22/2020,9,17,0.53,0.85,H,5,,
CC,2020,6/22/2020,9,17,0.55,0.95,H,4,,
CC,2020,6/22/2020,9,17,0.55,0.97,H,2,,
CC,2020,6/22/2020,9,17,0.58,1,H,3,,
CC,2020,6/22/2020,9,17,0.6,0.08,H,2,,
CC,2020,6/22/2020,9,17,0.6,0.95,H,4,,
CC,2020,6/22/2020,9,17,0.6,0.98,H,1,,
CC,2020,6/22/2020,9,17,0.63,0.9,H,4,,
CC,2020,6/22/2020,9,17,0.64,0.91,H,3,,
CC,2020,6/22/2020,9,17,0.65,0.58,H,3,,
CC,2020,6/22/2020,9,17,0.65,0.65,H,5,,
CC,2020,6/22/2020,9,17,0.67,0.65,H,5,,
CC,2020,6/22/2020,9,17,0.67,0.9,H,3,,
CC,2020,6/22/2020,9,17,0.68,0.8,H,3,,
CC,2020,6/22/2020,9,17,0.68,0.98,H,1,,
CC,2020,6/22/2020,9,17,0.7,0.3,H,4,,
CC,2020,6/22/2020,9,17,0.7,0.65,H,2,,
CC,2020,6/22/2020,9,17,0.7,0.8,H,3,,
CC,2020,6/22/2020,9,17,0.7,0.85,H,3,,
CC,2020,6/22/2020,9,17,0.7,0.98,H,1,,
CC,2020,6/22/2020,9,17,0.75,0.85,H,4,,
CC,2020,6/22/2020,9,17,0.75,0.92,H,1,,
CC,2020,6/22/2020,9,17,0.76,0.85,H,3,,
CC,2020,6/22/2020,9,17,0.76,0.93,H,2,,
CC,2020,6/22/2020,9,17,0.77,0.9,H,3,,
CC,2020,6/22/2020,9,17,0.77,0.94,H,2,,
CC,2020,6/22/2020,9,17,0.85,0.13,H,4,,
GM,2020,6/16/2020,0,14,0.05,0.6,H,29,,
GM,2020,6/16/2020,0,17,0.8,0.1,H,9,,
GM,2020,6/16/2020,0,19,0.25,0.5,H,23,,
GM,2020,6/16/2020,0,19,0.7,0.75,H,25,,
GM,2020,6/16/2020,0,19,0.9,0.5,H,23,,
GM,2020,6/16/2020,0,19,1,0.05,H,7,,
GM,2020,6/16/2020,1,5,0.6,0.75,H,24,385,
GM,2020,6/16/2020,1,5,0.7,0.7,H,12,,
GM,2020,6/16/2020,1,6,0.55,0.55,H,27,,
GM,2020,6/16/2020,1,18,0.25,0.75,H,39,,
GM,2020,6/16/2020,1,18,0.6,0.25,H,21,598,
GM,2020,6/16/2020,1,18,0.7,0,H,34,594,
GM,2020,6/16/2020,2,3,0.37,0.99,H,19,323,
GM,2020,6/16/2020,2,3,0.85,0.74,H,17,317,
GM,2020,6/16/2020,2,3,0.9,0.67,H,24,318,
GM,2020,6/16/2020,2,5,0.05,0.75,H,30,489,
GM,2020,6/16/2020,2,5,0.55,0.55,H,31,309,
GM,2020,6/16/2020,2,6,0.05,0.3,H,21,370,
GM,2020,6/16/2020,2,6,0.35,0.4,H,26,499,
GM,2020,6/16/2020,2,6,0.4,0.7,H,2,,
GM,2020,6/16/2020,2,6,0.65,0.45,H,2,,
GM,2020,6/16/2020,2,6,0.9,0.5,H,18,,
GM,2020,6/16/2020,2,8,0.42,0.24,H,3,,
GM,2020,6/16/2020,2,8,0.43,0.1,H,2,,
GM,2020,6/16/2020,2,8,0.69,0.24,H,20,,
GM,2020,6/16/2020,2,15,0.3,0.7,H,19,,
GM,2020,6/16/2020,2,16,0.8,0.5,H,26,593,
GM,2020,6/16/2020,2,17,0.6,0.2,H,18,354,
GM,2020,6/16/2020,2,18,0.45,0.85,H,28,595,
GM,2020,6/16/2020,3,0,0.17,0.17,H,20,249,
GM,2020,6/16/2020,3,0,0.43,0.5,H,11,,
GM,2020,6/16/2020,3,3,0.7,0.3,H,30,316,
GM,2020,6/16/2020,3,3,0.91,0.95,H,2,,
GM,2020,6/16/2020,3,4,0.03,0.13,H,6,314,
GM,2020,6/16/2020,3,4,0.1,0.6,H,14,313,
GM,2020,6/16/2020,3,4,0.35,0.63,H,21,322,
GM,2020,6/16/2020,3,4,0.58,0.15,H,8,324,
GM,2020,6/16/2020,3,4,0.65,0.25,H,3,,
GM,2020,6/16/2020,3,4,0.7,0,H,2,,
GM,2020,6/16/2020,3,4,0.75,0.3,H,1,,
GM,2020,6/16/2020,3,4,0.75,0.82,H,3,320,
GM,2020,6/16/2020,3,4,0.8,0.35,H,3,,
GM,2020,6/16/2020,3,4,0.88,0.66,H,13,321,
GM,2020,6/16/2020,3,5,0.44,0.36,H,11,387,
GM,2020,6/16/2020,3,5,0.6,0.3,H,27,,
GM,2020,6/16/2020,3,6,0.1,0.55,H,2,,
GM,2020,6/16/2020,3,6,0.1,0.6,H,23,,
GM,2020,6/16/2020,3,6,0.15,0.3,H,1,,
GM,2020,6/16/2020,3,6,0.15,0.4,H,1,,
GM,2020,6/16/2020,3,6,0.3,0.25,H,7,,
GM,2020,6/16/2020,3,6,0.3,0.85,H,19,,
GM,2020,6/16/2020,3,6,0.55,0.35,H,2,,
GM,2020,6/16/2020,3,6,0.8,0.45,H,18,,
GM,2020,6/16/2020,3,6,0.9,0.9,H,18,,
GM,2020,6/16/2020,3,7,0.55,0.6,H,26,,
GM,2020,6/16/2020,3,8,0.17,0.3,H,26,,
GM,2020,6/16/2020,3,8,0.43,0.13,H,22,,
GM,2020,6/16/2020,3,16,0.1,0.2,H,17,,
GM,2020,6/16/2020,3,17,0.95,0.6,H,20,,
GM,2020,6/16/2020,3,18,0.45,0.4,H,17,,
GM,2020,6/16/2020,4,0,0.31,0.88,H,20,221,
GM,2020,6/16/2020,4,3,0.45,0.1,H,22,262,
GM,2020,6/16/2020,4,3,0.48,0.2,H,2,263,
GM,2020,6/16/2020,4,3,0.65,0.77,H,10,,
GM,2020,6/16/2020,4,3,0.68,23,H,31,265,
GM,2020,6/16/2020,4,3,0.95,0.3,H,8,295,
GM,2020,6/16/2020,4,4,0.28,0.3,H,35,301,
GM,2020,6/16/2020,4,4,0.65,0.64,H,22,293,
GM,2020,6/16/2020,4,4,0.92,0.47,H,16,292,
GM,2020,6/16/2020,4,4,0.98,0.7,H,3,,
GM,2020,6/16/2020,4,5,0.15,0.6,H,9,,
GM,2020,6/16/2020,4,5,0.2,0.6,H,13,,
GM,2020,6/16/2020,4,5,0.35,0.9,H,22,,
GM,2020,6/16/2020,4,5,0.45,0.9,H,22,,
GM,2020,6/16/2020,4,8,0.34,0.4,H,23,,
GM,2020,6/16/2020,4,8,0.7,0.75,H,30,382,
GM,2020,6/16/2020,4,16,0.7,0.8,H,8,596,
GM,2020,6/16/2020,4,16,0.8,0.3,H,5,597,
GM,2020,6/16/2020,5,4,0.65,0.55,H,2,,
GM,2020,6/16/2020,5,4,0.75,0.7,H,3,,
GM,2020,6/16/2020,5,4,0.77,0.96,H,19,298,
GM,2020,6/16/2020,5,6,0.3,0.35,H,17,369,hole in soil near root system
GM,2020,6/16/2020,5,6,0.65,0.35,H,2,,
GM,2020,6/16/2020,5,6,0.7,1,H,24,,
GM,2020,6/16/2020,5,7,0.3,0.35,H,13,,
GM,2020,6/16/2020,5,8,0.4,0.6,H,17,376,
GM,2020,6/16/2020,5,8,0.69,0.9,H,13,,
GM,2020,6/16/2020,5,13,0.23,0.5,H,2,,
GM,2020,6/16/2020,5,13,0.62,0.66,H,2,,
GM,2020,6/16/2020,5,13,0.63,0.82,H,12,,
GM,2020,6/16/2020,5,13,0.69,0.68,H,3.5,,
GM,2020,6/16/2020,5,14,0.1,0.58,H,17,,
GM,2020,6/16/2020,5,14,0.29,0.2,H,2,,
GM,2020,6/16/2020,5,14,0.51,0.7,H,2,,
GM,2020,6/16/2020,5,14,0.68,0.4,H,2,,
GM,2020,6/16/2020,5,14,0.75,0.38,H,2,,
GM,2020,6/16/2020,5,15,0.2,0.5,H,19,,
GM,2020,6/16/2020,5,15,0.7,0.5,H,19,,
GM,2020,6/16/2020,5,15,0.9,0.2,H,30,,
GM,2020,6/16/2020,5,17,0.3,0.4,H,23,,
GM,2020,6/16/2020,6,1,0.23,0.84,H,18,454,old tag # 261
GM,2020,6/16/2020,6,1,0.99,0.55,H,20,237,
GM,2020,6/16/2020,6,2,0.81,0.68,H,26,239,
GM,2020,6/16/2020,6,2,0.97,1,D,27,238,
GM,2020,6/16/2020,6,5,0.1,0.25,D,26,,
GM,2020,6/16/2020,6,5,0.12,0.31,D,28,455,could just be HR
GM,2020,6/16/2020,6,5,0.13,0.5,D,33,453,old tag # 373
GM,2020,6/16/2020,6,7,0.22,0.94,H,2,,
GM,2020,6/16/2020,6,7,0.34,0.86,H,2,,
GM,2020,6/16/2020,6,7,0.42,0.86,H,2,,
GM,2020,6/16/2020,6,7,0.45,0.3,H,3,377,
GM,2020,6/16/2020,6,7,0.46,0.9,H,2,,
GM,2020,6/16/2020,6,8,0.13,0.98,H,16,,
GM,2020,6/16/2020,6,8,0.3,0.45,D,9,302,
GM,2020,6/16/2020,6,8,0.34,0.1,H,33,,
GM,2020,6/16/2020,6,9,0.55,0.35,H,22,384,
GM,2020,6/16/2020,6,9,0.6,0.9,H,22,,
GM,2020,6/16/2020,6,9,0.85,0.45,H,23,319,
GM,2020,6/16/2020,6,9,0.95,0.4,H,28,,
GM,2020,6/16/2020,6,9,1,0.5,H,22,,
GM,2020,6/16/2020,6,15,0.15,0.2,H,19,,
GM,2020,6/16/2020,6,15,0.4,0.1,H,2,,
GM,2020,6/16/2020,6,15,0.45,0.1,H,2,,
GM,2020,6/16/2020,6,15,0.45,0.65,H,10,,
GM,2020,6/16/2020,6,15,0.65,0.35,H,2,,
GM,2020,6/16/2020,6,16,0.3,0.25,H,21,600,
GM,2020,6/16/2020,7,0,0.24,0.99,H,3,,
GM,2020,6/16/2020,7,0,0.39,0.87,H,2,253,
GM,2020,6/16/2020,7,0,0.46,1,H,5,256,
GM,2020,6/16/2020,7,0,0.9,0.91,H,8,257,
GM,2020,6/16/2020,7,1,0.42,0.18,H,3,222,
GM,2020,6/16/2020,7,1,0.82,0.37,H,3,244,
GM,2020,6/16/2020,7,2,0.5,0.25,H,2,271,
GM,2020,6/16/2020,7,2,0.65,0.7,H,20,266,
GM,2020,6/16/2020,7,2,0.65,0.7,H,4,270,
GM,2020,6/16/2020,7,2,0.7,0.35,H,22,267,
GM,2020,6/16/2020,7,2,0.8,0.1,H,4,269,
GM,2020,6/16/2020,7,3,0.9,0.7,H,23,309,
GM,2020,6/16/2020,7,4,0.1,0.8,H,37,316,
GM,2020,6/16/2020,7,7,0.15,0.65,H,9,,
GM,2020,6/16/2020,7,8,0.2,0.81,H,15,,
GM,2020,6/16/2020,7,8,0.57,0.81,H,22,,
GM,2020,6/16/2020,7,8,0.67,0.83,H,9,,
GM,2020,6/16/2020,7,9,0.2,0.95,H,23,379,
GM,2020,6/16/2020,7,9,0.35,0.35,H,11,,
GM,2020,6/16/2020,7,10,0.3,0.1,H,15,,
