who.entered,date,picture,site,tag,color,leaf.iteration,pustule.number,max.diam (mm),min.diam (mm),N.pustules,N.pustule.count.confidence,pustule.ID.confidence,notes
BG,7/8/20,C1-1006,BT,914,green,1,3,0.328,0.154,3,Yes,Yes,
BG,7/13/20,C2-0335,BT,914,green,1,1,0.425,0.222,3,Yes,Yes,Splotchy orange/brown
BG,7/13/20,C2-0335,BT,914,green,1,2,0.423,0.393,3,Yes,Yes,
BG,7/13/20,C2-0335,BT,914,green,1,3,0.23,0.131,3,Yes,Yes,
BG,7/16/20,C1-1272,BT,914,green,2,1,0.773,0.575,7,Yes,Yes,
BG,7/16/20,C1-1272,BT,914,green,2,2,0.587,0.434,7,Yes,Yes,
BG,7/16/20,C1-1272,BT,914,green,2,3,0.137,0.09,7,Yes,Yes,Might be aeciospore
BG,7/16/20,C1-1272,BT,914,green,2,4,0.163,0.09,7,Yes,Yes,Might be aeciospore
BG,7/16/20,C1-1272,BT,914,green,2,5,0.227,0.139,7,Yes,Yes,Might be aeciospore
BG,7/16/20,C1-1272,BT,914,green,2,6,0.256,0.231,7,Yes,Yes,Might be aeciospore
BG,7/16/20,C1-1272,BT,914,green,2,7,0.245,0.139,7,Yes,Yes,Might be aeciospore
BG,7/20/20,C1-1467,BT,914,green,2,1,0.772,0.59,8,Yes,Yes,
BG,7/20/20,C1-1467,BT,914,green,2,2,0.595,0.432,8,Yes,Yes,
BG,7/20/20,C1-1467,BT,914,green,2,3,0.376,0.296,8,Yes,Yes,Might be aeciospore
BG,7/20/20,C1-1467,BT,914,green,2,4,0.337,0.279,8,Yes,Yes,Might be aeciospore
BG,7/20/20,C1-1467,BT,914,green,2,5,0.466,0.393,8,Yes,Yes,Might be aeciospore
BG,7/20/20,C1-1467,BT,914,green,2,6,0.38,0.341,8,Yes,Yes,Might be aeciospore
BG,7/20/20,C1-1467,BT,914,green,2,7,0.356,0.293,8,Yes,Yes,Might be aeciospore
BG,7/20/20,C1-1467,BT,914,green,2,8,0.274,0.215,8,Yes,Yes,Might be aeciospore
BG,7/22/20,C2-0534,BT,914,green,3,1,0.401,0.183,4,Yes,Yes,
BG,7/22/20,C2-0534,BT,914,green,3,2,0.553,0.431,4,Yes,Yes,
BG,7/22/20,C2-0534,BT,914,green,3,3,0.466,0.341,4,Yes,Yes,
BG,7/22/20,C2-0534,BT,914,green,3,4,0.324,0.255,4,Yes,Yes,
BG,7/27/20,C2-0585,BT,914,green,3,1,0.515,0.418,4,Yes,Yes,
BG,7/27/20,C2-0585,BT,914,green,3,2,0.477,0.395,4,Yes,Yes,
BG,7/27/20,C2-0585,BT,914,green,3,3,0.626,0.431,4,Yes,Yes,
BG,7/27/20,C2-0585,BT,914,green,3,4,0.341,0.286,4,Yes,Yes,
BG,7/29/20,C2-0643,BT,914,green,3,1,0.522,0.437,6,Yes,Yes,
BG,7/29/20,C2-0643,BT,914,green,3,2,0.47,0.425,6,Yes,Yes,
BG,7/29/20,C2-0643,BT,914,green,3,3,0.619,0.506,6,Yes,Yes,
BG,7/29/20,C2-0643,BT,914,green,3,4,0.359,0.306,6,Yes,Yes,
BG,7/29/20,C2-0643,BT,914,green,3,5,0.156,0.116,6,Yes,Yes,
BG,7/29/20,C2-0643,BT,914,green,3,6,0.272,0.202,6,Yes,Yes,
BG,6/24/20,C1-0660,BT,920,pink,1,1,1.08,0.764,7,Yes,Yes,
BG,6/24/20,C1-0660,BT,920,pink,1,2,0.42,0.234,7,Yes,Yes,
BG,6/24/20,C1-0660,BT,920,pink,1,3,1.239,0.786,7,Yes,Yes,
BG,6/24/20,C1-0660,BT,920,pink,1,4,0.617,0.564,7,Yes,Yes,
BG,6/24/20,C1-0660,BT,920,pink,1,5,0.475,0.419,7,Yes,Yes,
BG,6/26/20,C1-0698,BT,920,pink,1,1,1.05,0.761,8,Yes,Yes,
BG,6/26/20,C1-0698,BT,920,pink,1,2,0.3,0.202,8,Yes,Yes,
BG,6/26/20,C1-0698,BT,920,pink,1,3,1.205,0.759,8,Yes,Yes,
BG,6/26/20,C1-0698,BT,920,pink,1,4,,,8,Yes,Yes,Merged with 5
BG,6/26/20,C1-0698,BT,920,pink,1,5,,,8,Yes,Yes,Merged with 4
BG,6/26/20,C1-0698,BT,920,pink,1,6,0.349,0.22,8,Yes,Yes,
BG,7/1/20,C2-0133,BT,920,pink,1,1,0.888,0.65,10,Yes,Yes,
BG,7/1/20,C2-0133,BT,920,pink,1,2,0.315,0.204,10,Yes,Yes,
BG,7/1/20,C2-0133,BT,920,pink,1,3,1.236,0.781,10,Yes,Yes,
BG,7/1/20,C2-0133,BT,920,pink,1,6,0.68,0.39,10,Yes,Yes,
BG,7/1/20,C2-0133,BT,920,pink,1,7,0.394,0.314,10,Yes,Yes,
BG,7/1/20,C2-0133,BT,920,pink,1,8,0.401,0.233,10,Yes,Yes,
BG,7/3/20,C1-0861,BT,920,pink,1,1,0.917,0.639,9,Yes,Yes,
BG,7/3/20,C1-0861,BT,920,pink,1,2,0,0,9,Yes,Yes,Disappeared
BG,7/3/20,C1-0861,BT,920,pink,1,3,1.103,0.687,9,Yes,Yes,
BG,7/3/20,C1-0861,BT,920,pink,1,6,0.614,0.525,9,Yes,Yes,
BG,7/3/20,C1-0861,BT,920,pink,1,7,0.468,0.372,9,Yes,Yes,
BG,7/3/20,C1-0861,BT,920,pink,1,8,0.378,0.16,9,Yes,Yes,
BG,7/6/20,C2-0232,BT,920,pink,1,1,0.649,0.398,8,No,Yes,
BG,7/6/20,C2-0232,BT,920,pink,1,3,,,8,No,Yes,Pustule not flat
BG,7/6/20,C2-0232,BT,920,pink,1,6,,,8,No,Yes,Pustule not flat
BG,7/6/20,C2-0232,BT,920,pink,1,7,0.426,0.354,8,No,Yes,
BG,7/6/20,C2-0232,BT,920,pink,1,8,,,8,No,Yes,Not visible in pic
BG,7/16/20,C2-0385,BT,920,pink,2,1,0.711,0.589,1,Yes,Yes,
BG,7/20/20,C2-0439,BT,920,pink,2,1,0.936,0.823,1,Yes,Yes,
BG,7/22/20,C1-1528,BT,920,pink,2,1,0.977,0.819,1,Yes,Yes,
BG,7/27/20,C1-1716,BT,920,pink,2,1,0.934,0.761,3,Yes,Yes,
BG,7/27/20,C1-1716,BT,920,pink,2,2,0.324,0.245,3,Yes,Yes,
BG,7/27/20,C1-1716,BT,920,pink,2,3,0.447,0.306,3,Yes,Yes,
BG,7/20/20,C1-1782,BT,920,pink,2,1,0.858,0.763,3,Yes,Yes,
BG,7/20/20,C1-1782,BT,920,pink,2,2,0.404,0.296,3,Yes,Yes,
BG,7/20/20,C1-1782,BT,920,pink,2,3,0.395,0.302,3,Yes,Yes,
BG,7/1/20,C2-0134,BT,920,orange,1,1,0.765,0.702,1,Yes,Yes,
BG,7/3/20,C1-0862,BT,920,orange,1,1,0.877,0.816,1,Yes,Yes,
BG,7/16/20,C2-0386,BT,920,orange,2,1,0.539,0.452,1,Yes,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,1,0.454,0.405,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,2,0.59,0.366,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,3,0.477,0.47,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,4,0.36,0.31,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,5,0.383,0.268,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,6,0.354,0.267,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,7,0.282,0.228,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,8,0.312,0.252,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,9,0.48,0.434,15,No,Yes,
JJ,7/16/20,C1-1261,BT,917,pink,4,10,0.346,0.305,15,No,Yes,
BG,7/20/20,C2-0440,BT,920,orange,2,1,0.626,0.53,1,Yes,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,1,0.44,0.434,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,2,0.585,0.487,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,3,0.495,0.465,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,4,0.355,0.314,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,5,0.426,0.375,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,6,0.319,0.296,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,7,0.322,0.24,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,8,0.363,0.318,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,9,0.506,0.432,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,10,0.429,0.335,14,No,Yes,
JJ,7/20/20,C1-1453,BT,917,pink,4,11,0.603,0.532,14,No,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,1,0.427,0.359,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,2,0.626,0.392,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,3,0.507,0.344,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,4,0.349,0.273,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,5,,,18,Yes,Yes,merged w/ 10
JJ,7/22/20,C2-0512,BT,917,pink,4,6,0.318,0.296,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,8,0.283,0.237,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,9,0.565,0.523,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,10,,,18,Yes,Yes,merged w/ 5
JJ,7/22/20,C2-0512,BT,917,pink,4,11,0.56,0.534,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,12,0.477,0.352,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,13,0.517,0.409,18,Yes,Yes,
JJ,7/22/20,C2-0512,BT,917,pink,4,14,0.512,0.324,18,Yes,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,1,0.417,0.413,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,2,0.345,0.554,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,3,0.452,0.45,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,4,0.242,0.156,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,6,0.286,0.278,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,8,0.343,0.231,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,9,0.582,0.506,14,No,Yes,
JJ,7/27/20,C2-0573,BT,917,pink,4,11,0.606,0.584,14,No,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,1,0.403,0.34,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,2,0.532,0.36,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,3,0.446,0.444,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,4,0.204,0.111,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,6,0.319,0.227,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,8,0.297,0.212,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,9,0.605,0.476,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,11,0.588,0.572,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,12,0.487,0.381,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,13,0.499,0.421,17,Yes,Yes,
JJ,7/29/20,C2-0633,BT,917,pink,4,14,0.523,0.33,17,Yes,Yes,
JJ,7/16/20,C1-1262,BT,917,orange,1,1,0.515,0.263,3,Yes,Yes,
JJ,7/16/20,C1-1262,BT,917,orange,1,2,0.184,0.152,3,Yes,Yes,
JJ,7/16/20,C1-1262,BT,917,orange,1,3,0.241,0.141,3,Yes,Yes,
JJ,7/20/20,C1-1455,BT,917,orange,1,1,0.651,0.511,3,Yes,Yes,
JJ,7/20/20,C1-1455,BT,917,orange,1,2,0.174,0.134,3,Yes,Yes,
JJ,7/20/20,C1-1455,BT,917,orange,1,3,0.365,0.347,3,Yes,Yes,
JJ,7/22/20,C2-0513,BT,917,orange,1,1,0.593,0.517,3,Yes,Yes,
JJ,7/22/20,C2-0513,BT,917,orange,1,2,0.238,0.161,3,Yes,Yes,
JJ,7/22/20,C2-0513,BT,917,orange,1,3,0.416,0.325,3,Yes,Yes,
BG,7/22/20,C1-1529,BT,920,orange,2,1,0.554,0.468,1,Yes,Yes,
BG,7/27/20,C1-1717,BT,920,orange,2,1,0.585,0.481,5,Yes,Yes,
BG,7/27/20,C1-1717,BT,920,orange,2,2,0.355,0.322,5,Yes,Yes,
BG,7/27/20,C1-1717,BT,920,orange,2,3,0.42,0.328,5,Yes,Yes,
BG,7/27/20,C1-1717,BT,920,orange,2,4,0.265,0.258,5,Yes,Yes,
BG,7/27/20,C1-1717,BT,920,orange,2,5,0.459,0.365,5,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,1,0.609,0.522,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,3,0.404,0.371,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,4,0.455,0.333,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,5,0.512,0.364,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,6,0.404,0.329,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,7,0.091,0.051,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,8,0.131,0.099,8,Yes,Yes,
JJ,7/27/20,C2-0574,BT,917,orange,1,9,0.13,0.1,8,Yes,Yes,
BG,7/29/20,C1-1783,BT,920,orange,2,1,0.624,0.471,7,Yes,Yes,
BG,7/29/20,C1-1783,BT,920,orange,2,2,0.316,0.306,7,Yes,Yes,
BG,7/29/20,C1-1783,BT,920,orange,2,3,0.458,0.37,7,Yes,Yes,
BG,7/29/20,C1-1783,BT,920,orange,2,4,0.349,0.291,7,Yes,Yes,
BG,7/29/20,C1-1783,BT,920,orange,2,5,0.458,0.401,7,Yes,Yes,
BG,7/22/20,C1-1530,BT,920,green,1,1,0.473,0.397,1,Yes,Yes,
BG,7/27/20,C1-1718,BT,920,green,1,1,0.902,0.621,2,Yes,Yes,
BG,7/27/20,C1-1718,BT,920,green,1,2,0.205,0.158,2,Yes,Yes,
BG,7/29/20,C1-1784,BT,920,green,1,1,0.918,0.62,3,Yes,Yes,
BG,7/29/20,C1-1784,BT,920,green,1,2,0.386,0.303,3,Yes,Yes,
BG,6/24/20,C2-0052,BT,923,orange,1,1,0.604,0.445,2,Yes,Yes,
BG,6/24/20,C2-0052,BT,923,orange,1,2,0.326,0.297,2,Yes,Yes,
BG,6/26/20,C2-0076,BT,923,orange,1,1,0.63,0.548,3,Yes,Yes,
BG,6/26/20,C2-0076,BT,923,orange,1,2,0.476,0.396,3,Yes,Yes,
BG,6/26/20,C2-0076,BT,923,orange,1,3,0.288,0.247,3,Yes,Yes,
BG,6/29/20,C2-0093,BT,923,orange,1,1,0.894,0.649,3,Yes,Yes,
BG,6/29/20,C2-0093,BT,923,orange,1,2,0.629,0.479,3,Yes,Yes,
BG,6/29/20,C2-0093,BT,923,orange,1,3,0.464,0.343,3,Yes,Yes,
BG,7/1/20,C1-0776,BT,923,orange,1,1,,,4,Yes,Yes,Merged with 2
BG,7/1/20,C1-0776,BT,923,orange,1,2,,,4,Yes,Yes,Merged with 1
BG,7/1/20,C1-0776,BT,923,orange,1,3,0.549,0.406,4,Yes,Yes,
BG,7/1/20,C1-0776,BT,923,orange,1,4,0.478,0.363,4,Yes,Yes,
BG,7/3/20,C2-0205,BT,923,orange,1,3,0.497,0.361,3,Yes,Yes,
BG,7/3/20,C2-0205,BT,923,orange,1,4,,,3,Yes,Yes,Disappeared
BG,7/6/20,C1-0929,BT,923,orange,1,3,0.587,0.451,3,Yes,Yes,
JJ,7/29/20,C2-0634,BT,917,orange,1,1,0.551,0.486,11,Yes,Yes,
JJ,7/29/20,C2-0634,BT,917,orange,1,3,0.432,0.373,11,Yes,Yes,
JJ,7/29/20,C2-0634,BT,917,orange,1,4,0.542,0.392,11,Yes,Yes,
JJ,7/29/20,C2-0634,BT,917,orange,1,5,0.557,0.419,11,Yes,Yes,
JJ,7/29/20,C2-0634,BT,917,orange,1,6,0.49,0.433,11,Yes,Yes,
JJ,6/24/20,C1-0670,BT,924,pink,1,1,0.624,0.546,1,Yes,Yes,
BG,7/8/20,C1-1024,BT,923,orange,1,3,0.48,0.407,3,Yes,Yes,
JJ,6/26/20,C1-0700,BT,924,pink,1,1,0.535,0.472,1,Yes,Yes,
JJ,6/29/20,C1-0738,BT,924,pink,1,1,0.683,0.553,1,Yes,Yes,
BG,7/13/20,C2-0349,BT,923,orange,1,3,0.481,0.429,5,Yes,Yes,
BG,7/13/20,C2-0349,BT,923,orange,1,5,0.374,0.221,5,Yes,Yes,
BG,7/13/20,C2-0349,BT,923,orange,1,6,0.304,0.19,5,Yes,Yes,
JJ,7/1/20,C2-0147,BT,924,pink,1,1,0.527,0.488,1,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,1,0.537,0.505,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,2,0.106,0.099,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,3,0.193,0.068,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,4,0.091,0.082,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,5,0.105,0.062,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,6,0.056,0.051,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,7,0.15,0.056,7,Yes,Yes,
JJ,7/3/20,C1-0864,BT,924,pink,1,8,0.115,0.077,7,Yes,Yes,
BG,7/16/20,C1-1288,BT,923,orange,1,3,0.481,0.353,5,Yes,Yes,
BG,7/16/20,C1-1288,BT,923,orange,1,5,0.495,0.31,5,Yes,Yes,
BG,7/16/20,C1-1288,BT,923,orange,1,6,0.449,0.404,5,Yes,Yes,
BG,7/20/20,C1-1484,BT,923,orange,1,3,0.553,0.427,5,Yes,Yes,
BG,7/20/20,C1-1484,BT,923,orange,1,5,0.525,0.437,5,Yes,Yes,
BG,7/20/20,C1-1484,BT,923,orange,1,6,0.459,0.357,5,Yes,Yes,
JJ,7/6/20,C1-0940,BT,924,pink,1,1,0.542,0.429,1,Yes,Yes,
BG,7/22/20,C2-0542,BT,923,orange,1,3,,,7,Yes,Yes,Merged with other pustules
BG,7/22/20,C2-0542,BT,923,orange,1,5,0.534,0.415,7,Yes,Yes,
BG,7/22/20,C2-0542,BT,923,orange,1,6,0.524,0.45,7,Yes,Yes,
BG,7/22/20,C2-0542,BT,923,orange,1,7,0.504,0.316,7,Yes,Yes,
BG,7/22/20,C2-0542,BT,923,orange,1,8,0.443,0.283,7,Yes,Yes,
JJ,7/8/20,C2-0256,BT,924,pink,1,1,0.518,0.454,1,Yes,Yes,
JJ,7/16/20,C2-0391,BT,924,pink,2,1,0.336,0.292,10,No,Yes,
JJ,7/16/20,C2-0391,BT,924,pink,2,2,0.553,0.511,10,No,Yes,
JJ,7/16/20,C2-0391,BT,924,pink,2,3,0.401,0.354,10,No,Yes,
JJ,7/16/20,C2-0391,BT,924,pink,2,4,0.616,0.538,10,No,Yes,
BG,7/27/20,C2-0600,BT,923,orange,1,5,0.511,0.437,8,Yes,Yes,
BG,7/27/20,C2-0600,BT,923,orange,1,6,0.431,0.29,8,Yes,Yes,
BG,7/27/20,C2-0600,BT,923,orange,1,7,0.769,0.52,8,Yes,Yes,
BG,7/27/20,C2-0600,BT,923,orange,1,8,0.823,0.454,8,Yes,Yes,
BG,7/27/20,C2-0600,BT,923,orange,1,9,0.228,0.176,8,Yes,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,1,0.306,0.285,14,No,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,2,0.431,0.421,14,No,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,3,0.261,0.221,14,No,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,4,0.558,0.396,14,No,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,5,0.14,0.108,14,No,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,6,0.283,0.215,14,No,Yes,
JJ,7/20/20,C2-0447,BT,924,pink,2,7,0.132,0.089,14,No,Yes,
BG,7/29/20,C2-0656,BT,923,orange,1,5,0.533,0.397,11,Yes,Yes,
BG,7/29/20,C2-0656,BT,923,orange,1,6,0.478,0.377,11,Yes,Yes,
BG,7/29/20,C2-0656,BT,923,orange,1,7,0.809,0.61,11,Yes,Yes,
BG,7/29/20,C2-0656,BT,923,orange,1,8,0.848,0.481,11,Yes,Yes,
BG,7/29/20,C2-0656,BT,923,orange,1,9,0.339,0.237,11,Yes,Yes,
JJ,7/22/20,C1-1537,BT,924,pink,2,1,0.325,0.32,11,No,Yes,
JJ,7/22/20,C1-1537,BT,924,pink,2,2,0.423,0.378,11,No,Yes,
JJ,7/22/20,C1-1537,BT,924,pink,2,3,,,11,No,Yes,merged with another pustule
JJ,7/22/20,C1-1537,BT,924,pink,2,4,0.534,0.356,11,No,Yes,
BG,7/1/20,C1-0777,BT,923,pink,1,1,0.516,0.395,1,Yes,Yes,
JJ,7/27/20,C1-1725,BT,924,pink,3,1,0.761,0.527,3,Yes,Yes,
JJ,7/27/20,C1-1725,BT,924,pink,3,2,0.489,0.388,3,Yes,Yes,
JJ,7/27/20,C1-1725,BT,924,pink,3,3,0.374,0.319,3,Yes,Yes,
BG,7/3/20,C2-0203,BT,923,pink,1,1,0.613,0.492,1,Yes,Yes,
JJ,7/29/20,C1-1798,BT,924,pink,3,2,0.419,0.349,3,No,Yes,
JJ,7/29/20,C1-1798,BT,924,pink,3,3,0.428,0.375,3,No,Yes,
JJ,7/29/20,C1-1798,BT,924,pink,3,4,0.304,0.176,3,No,Yes,
BG,7/3/20,C2-0204,BT,923,pink,2,1,0.699,0.495,1,Yes,Yes,
BG,7/6/20,C1-0928,BT,923,pink,2,1,0.72,0.529,4,Yes,Yes,
BG,7/6/20,C1-0928,BT,923,pink,2,2,0.191,0.156,4,Yes,Yes,
BG,7/6/20,C1-0928,BT,923,pink,2,3,0.253,0.191,4,Yes,Yes,
BG,7/6/20,C1-0928,BT,923,pink,2,4,0.313,0.205,4,Yes,Yes,
BG,7/8/20,C1-1023,BT,923,pink,2,1,0.705,0.399,4,Yes,Yes,
BG,7/8/20,C1-1023,BT,923,pink,2,2,0.279,0.217,4,Yes,Yes,
BG,7/8/20,C1-1023,BT,923,pink,2,3,0.295,0.254,4,Yes,Yes,
BG,7/8/20,C1-1023,BT,923,pink,2,4,0.319,0.222,4,Yes,Yes,
JJ,7/1/20,C2-0148,BT,924,orange,1,1,0.541,0.528,1,Yes,Yes,
JJ,7/3/20,C1-0865,BT,924,orange,1,1,0.506,0.478,1,Yes,Yes,
JJ,7/6/20,C1-0941,BT,924,orange,1,1,0.517,0.482,1,Yes,Yes,
BG,7/13/20,C2-0348,BT,923,pink,2,1,0.707,0.512,4,Yes,Yes,
BG,7/13/20,C2-0348,BT,923,pink,2,2,0.247,0.217,4,Yes,Yes,
BG,7/13/20,C2-0348,BT,923,pink,2,3,0.324,0.255,4,Yes,Yes,
BG,7/13/20,C2-0348,BT,923,pink,2,4,0.381,0.262,4,Yes,Yes,
JJ,7/8/20,C2-0257,BT,924,orange,1,1,0.507,0.505,1,Yes,Yes,
JJ,7/13/20,C1-1159,BT,924,orange,1,1,0.459,0.416,2,Yes,Yes,
JJ,7/13/20,C1-1159,BT,924,orange,1,2,0.316,0.17,2,Yes,Yes,
BG,7/16/20,C1-1287,BT,923,pink,2,1,0.572,0.306,4,Yes,Yes,
BG,7/16/20,C1-1287,BT,923,pink,2,2,0.256,0.184,4,Yes,Yes,
BG,7/16/20,C1-1287,BT,923,pink,2,3,0.329,0.2,4,Yes,Yes,
BG,7/16/20,C1-1287,BT,923,pink,2,4,0.331,0.165,4,Yes,Yes,
JJ,7/22/20,C1-1538,BT,924,orange,2,1,0.254,0.2,1,Yes,Yes,
JJ,7/16/20,C2-0392,BT,924,green,1,1,0.783,0.464,1,Yes,Yes,
JJ,7/20/20,C2-0448,BT,924,green,1,1,0.782,0.546,2,Yes,Yes,
JJ,7/20/20,C2-0448,BT,924,green,1,2,0.299,0.272,2,Yes,Yes,
JJ,7/22/20,C1-1539,BT,924,green,1,1,0.809,0.443,2,Yes,Yes,
JJ,7/22/20,C1-1539,BT,924,green,1,2,0.391,0.313,2,Yes,Yes,
JJ,7/27/20,C1-1727,BT,924,green,1,1,0.833,0.558,2,Yes,Yes,
JJ,7/27/20,C1-1727,BT,924,green,1,2,0.661,0.515,2,Yes,Yes,
JJ,7/29/20,C1-1802,BT,924,green,1,1,0.836,0.578,2,Yes,Yes,
JJ,7/29/20,C1-1802,BT,924,green,1,2,0.585,0.5,2,Yes,Yes,
BG,7/20/20,C1-1483,BT,923,pink,3,1,0.721,0.573,1,Yes,Yes,
BG,7/22/20,C2-0541,BT,923,pink,3,1,0.747,0.559,1,Yes,Yes,
BG,7/27/20,C2-0599,BT,923,pink,3,1,0.592,0.461,2,Yes,Yes,
BG,7/27/20,C2-0599,BT,923,pink,3,2,0.307,0.244,2,Yes,Yes,
BG,7/29/20,C2-0655,BT,923,pink,3,1,0.596,0.511,2,Yes,Yes,
BG,7/29/20,C2-0655,BT,923,pink,3,2,0.31,0.282,2,Yes,Yes,
BG,7/1/20,C1-0764,BT,949,pink,1,1,0.585,0.437,1,Yes,Yes,
BG,7/3/20,C2-0193,BT,949,pink,1,1,0.635,0.325,1,Yes,Yes,Pustule not flat
BG,7/6/20,C1-0902,BT,949,pink,1,1,0.676,0.408,1,Yes,Yes,
BG,7/8/20,C1-1001,BT,949,pink,1,1,0.653,0.392,1,Yes,Yes,
BG,7/13/20,C2-0322,BT,949,pink,1,1,0.607,0.296,1,Yes,Yes,
BG,7/16/20,C1-1260,BT,949,pink,1,1,0.641,0.377,1,Yes,Yes,
BG,7/20/20,C1-1452,BT,949,pink,1,1,0.663,0.244,2,Yes,Yes,
BG,7/27/20,C2-0571,BT,949,pink,1,1,0.608,0.331,2,Yes,Yes,
BG,7/27/20,C2-0571,BT,949,pink,1,2,0.5,0.25,2,Yes,Yes,
BG,7/29/20,C2-0632,BT,949,pink,1,1,0.612,0.302,2,Yes,Yes,
BG,7/29/20,C2-0632,BT,949,pink,1,2,0.509,0.209,2,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,1,0.408,0.325,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,2,0.494,0.427,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,3,0.649,0.369,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,4,0.6,0.435,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,5,0.693,0.407,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,6,0.654,0.448,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,7,0.426,0.27,13,Yes,Yes,
BG,7/1/20,C1-0765,BT,951,pink,1,8,0.615,0.359,13,Yes,Yes,
