who.entered,date,picture,site,tag,color,leaf.iteration,pustule.number,max.diam (mm),min.diam (mm),N.pustules,N.pustule.count.confidence,pustule.ID.confidence,notes
BG,6/23/20,C1-0632,BT,86,pink,1,1,0.497,0.413,53,Yes,Yes,
BG,6/23/20,C1-0632,BT,86,pink,1,2,0.637,0.476,53,Yes,Yes,
BG,6/23/20,C1-0632,BT,86,pink,1,3,0.421,0.38,53,Yes,Yes,
BG,6/23/20,C1-0632,BT,86,pink,1,4,0.355,0.308,53,Yes,Yes,
BG,6/23/20,C1-0632,BT,86,pink,1,5,0.453,0.392,53,Yes,Yes,
BG,6/24/20,C1-0648,BT,86,pink,1,1,0.549,0.451,56,Yes,Yes,
BG,6/24/20,C1-0648,BT,86,pink,1,2,0.731,0.401,56,Yes,No,Might be 2 pustules
BG,6/24/20,C1-0648,BT,86,pink,1,3,0.464,0.389,56,Yes,Yes,
BG,6/24/20,C1-0648,BT,86,pink,1,4,0.343,0.226,56,Yes,Yes,Pustule on edge of leaf - might be cut off a bit
BG,6/24/20,C1-0648,BT,86,pink,1,5,0.491,0.337,56,Yes,Yes,
BG,6/26/20,C1-0686,BT,86,pink,1,1,0.593,0.464,58,Yes,Yes,
BG,6/26/20,C1-0686,BT,86,pink,1,2,0.762,0.516,58,Yes,No,Might be 2 pustules
BG,6/26/20,C1-0686,BT,86,pink,1,3,0.489,0.439,58,Yes,Yes,
BG,6/26/20,C1-0686,BT,86,pink,1,4,0.41,0.355,58,Yes,Yes,Pustule on edge of leaf which might be curled a bit
BG,6/26/20,C1-0686,BT,86,pink,1,5,0.472,0.348,58,Yes,Yes,
BG,6/29/20,C1-0730,BT,86,pink,1,1,0.628,0.495,58,Yes,Yes,
BG,6/29/20,C1-0730,BT,86,pink,1,2,0.746,0.503,58,Yes,No,Might be 2 pustules
BG,6/29/20,C1-0730,BT,86,pink,1,3,0.509,0.447,58,Yes,Yes,
BG,6/29/20,C1-0730,BT,86,pink,1,4,0.358,0.328,58,Yes,Yes,Pustule on edge of leaf which might be curled a bit
BG,6/29/20,C1-0730,BT,86,pink,1,5,0.457,0.351,58,Yes,Yes,
BG,7/1/20,C2-0130,BT,86,pink,1,1,0.545,0.37,65,Yes,Yes,"Might be 2 pustules, and has started to merge with other pustules"
BG,7/1/20,C2-0130,BT,86,pink,1,2,0.741,0.439,65,Yes,Yes,
BG,7/1/20,C2-0130,BT,86,pink,1,3,0.511,0.378,65,Yes,Yes,
BG,7/1/20,C2-0130,BT,86,pink,1,4,0.354,0.258,65,Yes,Yes,
BG,7/1/20,C2-0130,BT,86,pink,1,5,0.514,0.371,65,Yes,Yes,
BG,7/3/20,C1-0849,BT,86,pink,1,1,0.42,0.257,55,No,Yes,Entire leaf is shriveled - can't see all pustules clearly
BG,7/3/20,C1-0849,BT,86,pink,1,2,0.618,0.327,55,No,No,Might be 2 pustules
BG,7/3/20,C1-0849,BT,86,pink,1,3,,,55,No,,Part of leaf too shriveled to measure
BG,7/3/20,C1-0849,BT,86,pink,1,4,,,55,No,,Part of leaf too shriveled to measure
BG,7/3/20,C1-0849,BT,86,pink,1,5,,,55,No,,Merged with other pustule - can't measure accurately
BG,7/3/20,C1-0850,BT,86,pink,2,1,0.514,0.405,57,Yes,Yes,
BG,7/3/20,C1-0850,BT,86,pink,2,2,0.604,0.499,57,Yes,Yes,
BG,7/3/20,C1-0850,BT,86,pink,2,3,0.527,0.456,57,Yes,Yes,
BG,7/3/20,C1-0850,BT,86,pink,2,4,0.647,0.423,57,Yes,Yes,
BG,7/6/20,C2-0229,BT,86,pink,2,1,0.517,0.464,48,Yes,Yes,
BG,7/6/20,C2-0229,BT,86,pink,2,2,0.56,0.466,48,Yes,Yes,
BG,7/6/20,C2-0229,BT,86,pink,2,3,0.422,0.362,48,Yes,Yes,
BG,7/6/20,C2-0229,BT,86,pink,2,4,0.593,0.394,48,Yes,Yes,
BG,7/8/20,C2-0245,BT,86,pink,2,1,0.58,0.464,48,Yes,Yes,
BG,7/8/20,C2-0245,BT,86,pink,2,2,0.625,0.457,48,Yes,Yes,
BG,7/8/20,C2-0245,BT,86,pink,2,3,0.469,0.378,48,Yes,Yes,
BG,7/8/20,C2-0245,BT,86,pink,2,4,0.575,0.357,48,Yes,Yes,
BG,7/13/20,C1-1142,BT,86,pink,3,1,0.438,0.361,1,Yes,Yes,
BG,7/16/20,C2-0377,BT,86,pink,3,1,0.473,0.398,1,Yes,Yes,
BG,7/20/20,C2-0431,BT,86,pink,3,1,0.563,0.399,1,Yes,Yes,
BG,7/22/20,C1-1518,BT,86,pink,3,1,0.523,0.447,1,Yes,Yes,
BG,7/27/20,C1-1704,BT,86,pink,3,1,0.423,0.298,1,Yes,Yes,
BG,7/29/20,C1-1778,BT,86,pink,3,1,0.363,0.19,1,Yes,Yes,
BG,6/23/20,C1-0635,BT,86,orange,1,1,1.089,0.952,1,Yes,Yes,
BG,6/24/20,C1-0649,BT,86,orange,1,1,0.932,0.794,1,Yes,Yes,
BG,6/26/20,C1-0687,BT,86,orange,1,1,0.918,0.838,1,Yes,Yes,
BG,6/29/20,C1-0729,BT,86,orange,1,1,0.921,0.812,1,Yes,Yes,
BG,7/1/20,C2-0131,BT,86,orange,1,1,0.929,0.677,1,Yes,Yes,
BG,7/3/20,C1-0851,BT,86,orange,1,1,0.857,0.722,1,Yes,Yes,
BG,7/6/20,C2-0230,BT,86,orange,1,1,0.781,0.579,1,Yes,Yes,
BG,7/8/20,C2-0246,BT,86,orange,1,1,0.759,0.563,2,Yes,Yes,
BG,7/8/20,C2-0246,BT,86,orange,1,2,0.267,0.199,2,Yes,Yes,
BG,7/13/20,C1-1143,BT,86,orange,1,1,0.454,0.214,2,Yes,Yes,
BG,7/13/20,C1-1143,BT,86,orange,1,2,0.293,0.255,2,Yes,Yes,
BG,7/16/20,C2-0378,BT,86,orange,1,1,0,0,1,Yes,Yes,Disappeared
BG,7/16/20,C2-0378,BT,86,orange,1,2,0.296,0.243,1,Yes,Yes,
BG,7/20/20,C2-0432,BT,86,orange,1,2,0.284,0.236,1,Yes,Yes,
BG,7/22/20,C1-1519,BT,86,orange,1,2,0.268,0.196,1,Yes,Yes,
BG,7/27/20,C1-1705,BT,86,orange,1,2,0,0,0,Yes,Yes,Disappeared
BG,7/29/20,C1-1779,BT,86,orange,1,3,0.118,0.075,1,No,Yes,might be hypersensitive
BG,6/23/20,C2-0020,BT,97,pink,1,1,0.26,0.152,66,Yes,Yes,
BG,6/23/20,C2-0020,BT,97,pink,1,2,0.333,0.255,66,Yes,Yes,
BG,6/23/20,C2-0020,BT,97,pink,1,3,0.319,0.223,66,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,1,0.379,0.3,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,2,0.358,0.316,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,3,0.358,0.263,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,4,0.419,0.334,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,5,0.477,0.269,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,6,0.452,0.256,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,7,0.273,0.229,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,8,0.356,0.215,111,Yes,Yes,
BG,6/24/20,C1-0657,BT,97,pink,1,9,0.289,0.207,111,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,1,0.491,0.432,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,2,0.483,0.422,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,3,0.498,0.426,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,4,0.569,0.471,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,5,0.558,0.436,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,6,0.612,0.424,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,7,0.389,0.36,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,8,0.462,0.374,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,9,0.394,0.323,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,10,0.436,0.249,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,11,0.393,0.328,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,12,0.361,0.289,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,13,0.488,0.413,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,14,0.406,0.35,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,15,0.409,0.257,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,16,0.389,0.351,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,17,0.242,0.208,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,18,0.331,0.257,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,19,0.415,0.334,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,20,0.378,0.308,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,21,0.434,0.297,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,22,0.429,0.238,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,23,0.322,0.26,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,24,0.311,0.241,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,25,0.289,0.227,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,26,0.325,0.263,153,Yes,Yes,
BG,6/26/20,C1-0695,BT,97,pink,1,27,0.33,0.238,153,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,1,0.658,0.567,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,2,0.641,0.486,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,3,0.659,0.592,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,4,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,5,0.488,0.383,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,6,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,7,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,8,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,9,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,10,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,11,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,12,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,13,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,14,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,15,0.805,0.639,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,16,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,17,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,18,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,19,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,20,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,21,0.765,0.704,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,22,0.934,0.697,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,23,,,222,Yes,Yes,merged with others - can't measure
BG,7/1/20,C2-0139,BT,97,pink,1,24,0.613,0.518,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,25,0.683,0.524,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,26,0.704,0.584,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,27,0.757,0.568,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,28,0.343,0.297,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,29,0.149,0.123,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,30,0.663,0.541,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,31,0.769,0.502,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,32,0.326,0.235,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,33,0.275,0.191,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,34,0.834,0.638,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,35,0.437,0.338,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,36,0.209,0.117,222,Yes,Yes,
BG,7/1/20,C2-0139,BT,97,pink,1,37,0.205,0.127,222,Yes,Yes,
JJ,6/23/20,C1-0636,BT,86,green,1,1,0.788,0.676,1,Yes,Yes,
JJ,6/24/20,C1-0651,BT,86,green,1,1,0.72,0.663,1,Yes,Yes,
JJ,6/26/20,C1-0689,BT,86,green,1,1,0.755,0.564,1,Yes,Yes,
JJ,6/29/20,C1-0728,BT,86,green,1,,0.695,0.645,1,Yes,Yes,
JJ,7/1/20,C2-0132,BT,86,green,1,1,0.695,0.583,1,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,1,0.229,0.213,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,2,0.531,0.503,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,3,0.734,0.644,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,4,0.685,0.609,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,5,1.107,1.072,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,6,0.668,0.656,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,7,0.886,0.768,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,8,0.683,0.62,9,Yes,Yes,
JJ,7/3/20,C1-0852,BT,86,green,2,9,0.757,0.696,9,Yes,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,1,0.539,0.45,196,No,Yes,Part of leaf near stem is cut off - can't see all pustules
BG,7/3/20,C1-0857,BT,97,pink,1,2,0.474,0.423,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,3,0.56,0.454,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,5,0.346,0.279,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,15,0.623,0.564,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,21,0.606,0.526,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,22,0.629,0.565,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,24,0.462,0.391,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,25,0.449,0.407,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,26,0.553,0.458,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,27,0.588,0.445,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,28,0.272,0.22,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,29,0.104,0.068,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,30,0.557,0.413,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,31,,,196,No,Yes,Covered in picture - can't measure
BG,7/3/20,C1-0857,BT,97,pink,1,32,0.263,0.183,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,33,0.234,0.197,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,34,0.733,0.507,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,35,,,196,No,Yes,Covered in picture - can't measure
BG,7/3/20,C1-0857,BT,97,pink,1,36,,,196,No,Yes,Covered in picture - can't measure
BG,7/3/20,C1-0857,BT,97,pink,1,37,0,0,196,No,Yes,No longer a pustule
BG,7/3/20,C1-0857,BT,97,pink,1,38,0.599,0.485,196,No,Yes,
BG,7/3/20,C1-0857,BT,97,pink,1,39,0.438,0.318,196,No,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,1,0.624,0.511,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,2,0.45,0.422,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,3,0.513,0.409,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,5,0.401,0.296,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,15,0.631,0.562,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,21,0.583,0.551,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,22,0.7,0.571,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,24,0.473,0.363,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,25,0.489,0.421,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,26,0.549,0.431,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,27,0.516,0.487,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,28,0.269,0.175,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,29,0,0,174,Yes,Yes,No longer a pustule
BG,7/6/20,C1-0953,BT,97,pink,1,30,0.594,0.43,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,31,0.651,0.374,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,32,0.29,0.189,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,33,0.242,0.206,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,34,0.73,0.64,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,35,0.417,0.272,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,36,0.262,0.215,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,37,0,0,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,38,0.503,0.382,174,Yes,Yes,
BG,7/6/20,C1-0953,BT,97,pink,1,39,0.421,0.343,174,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,1,0.427,0.349,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,2,0.376,0.351,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,3,0.419,0.333,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,4,0.433,0.416,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,5,0.741,0.553,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,6,0.41,0.287,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,7,0.698,0.366,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,8,0.461,0.363,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,9,0.47,0.418,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,10,0.154,0.103,11,Yes,Yes,
JJ,7/6/20,C2-0231,BT,86,green,2,11,0.131,0.06,11,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,1,0.256,0.241,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,2,0.201,0.184,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,3,0.253,0.189,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,4,0.259,0.235,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,5,0.417,0.413,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,6,0.275,0.238,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,7,0.327,0.244,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,8,0.278,0.225,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,9,0.264,0.232,10,Yes,Yes,
JJ,7/8/20,C2-0247,BT,86,green,2,10,0,0,10,Yes,Yes,disappeared
JJ,7/8/20,C2-0247,BT,86,green,2,11,0,0,10,Yes,Yes,disappeared
JJ,7/8/20,C2-0247,BT,86,green,2,12,0.189,0.172,10,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,1,0.565,0.482,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,2,0.422,0.383,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,3,0.454,0.396,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,4,0.481,0.453,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,5,0.756,0.616,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,6,0.424,0.279,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,7,0.647,0.416,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,8,0.468,0.371,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,9,0.516,0.512,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,12,0.48,0.341,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,13,0.44,0.373,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,14,0.343,0.326,13,Yes,Yes,
JJ,7/13/20,C1-1144,BT,86,green,2,15,0.376,0.353,13,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,1,0.445,0.36,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,2,0.4,0.304,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,3,0.365,0.335,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,5,0.289,0.133,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,15,0.515,0.293,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,21,0.551,0.366,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,22,0.625,0.404,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,24,0.419,0.247,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,25,0.381,0.301,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,26,0.563,0.463,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,27,0.441,0.259,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,28,0.201,0.165,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,29,0,0,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,30,0.516,0.292,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,31,0.747,0.501,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,32,0.342,0.305,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,33,0.265,0.221,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,34,0.793,0.431,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,35,0.53,0.342,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,36,0.362,0.282,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,37,0,0,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,38,0.585,0.401,156,Yes,Yes,
BG,7/8/20,C2-0251,BT,97,pink,1,39,0.368,0.279,156,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,1,0.379,0.369,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,2,0.324,0.292,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,3,0.319,0.302,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,4,0.323,0.307,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,5,0.622,0.507,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,6,0.325,0.245,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,7,0.465,0.319,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,8,0.393,0.271,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,9,0.495,0.357,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,12,0.394,0.377,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,13,,,16,Yes,Yes,"covered in picture, can't measure"
JJ,7/16/20,C2-0379,BT,86,green,2,14,0.398,0.366,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,15,0.423,0.363,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,16,0.173,0.165,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,17,0.338,0.22,16,Yes,Yes,
JJ,7/16/20,C2-0379,BT,86,green,2,18,0.202,0.173,16,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,1,0.505,0.469,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,2,0.364,0.354,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,3,0.413,0.38,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,4,0.384,0.364,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,5,0.782,0.588,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,6,0.342,0.273,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,7,0.592,0.428,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,8,0.424,0.363,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,9,0.492,0.464,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,12,0.524,0.427,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,13,0.522,0.412,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,14,0.48,0.462,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,15,0.566,0.473,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,16,0.376,0.33,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,17,0.483,0.39,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,18,0.428,0.384,17,Yes,Yes,
JJ,7/20/20,C2-0433,BT,86,green,2,19,0.217,0.208,17,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,1,0.34,0.239,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,2,0.381,0.294,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,3,0.389,0.326,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,4,0.22,0.172,51,Yes,Yes,
BG,6/23/20,C2-0021,BT,97,orange,1,5,0.476,0.393,51,Yes,Yes,
