Year,Site,Date,Tag,N.Stems,max.height,stem.index,stem.height,notes,obs.dis
2020,GM,6/22/2020,500,7,38,G,36,,
2020,GM,6/30/2020,500,35,35,P,25,new H focal already tagged,
2020,GM,6/30/2020,500,35,35,O,35,new H focal already tagged,
2020,GM,6/30/2020,500,35,35,G,34,new H focal already tagged,
2020,GM,7/2/2020,500,7,38,P,26,,
2020,GM,7/2/2020,500,7,38,O,38,,
2020,GM,7/2/2020,500,7,38,G,34.5,,
2020,GM,7/7/2020,500,7,38,P,31,,
2020,GM,7/7/2020,500,7,38,O,38,,
2020,GM,7/7/2020,500,7,38,G,36,,
2020,GM,7/9/2020,500,6,45,P,37,,
2020,GM,7/9/2020,500,6,45,O,45,,
2020,GM,7/9/2020,500,6,45,G,43,,
2020,GM,7/15/2020,500,5,39.5,P,33,,
2020,GM,7/15/2020,500,5,39.5,O,39.5,,
2020,GM,7/15/2020,500,5,39.5,G,38,,
2020,GM,7/21/2020,500,5,39,P,33.5,,
2020,GM,7/21/2020,500,5,39,O,39,,
2020,GM,7/21/2020,500,5,39,G,38,,
2020,GM,7/9/2020,596,7,15.5,P,14,,
2020,GM,7/9/2020,596,7,15.5,O,12.5,,
2020,GM,7/9/2020,596,7,15.5,G,15.5,,
2020,GM,7/7/2020,592,11,42,P,42,,
2020,GM,7/7/2020,592,11,42,O,32,,
2020,GM,7/7/2020,592,11,42,G,38,,
2020,GM,7/9/2020,592,13,45,P,45,,
2020,GM,7/9/2020,592,13,45,O,33,,
2020,GM,7/9/2020,592,13,45,G,36,,
2020,GM,7/15/2020,592,11,44,P,44,,
2020,GM,7/15/2020,592,11,44,O,32,,
2020,GM,7/15/2020,592,11,44,G,36,,
2020,GM,7/21/2020,592,10,45,P,44.5,,
2020,GM,7/21/2020,592,10,45,O,32,,
2020,GM,7/21/2020,592,10,45,G,38,,
2020,GM,7/28/2020,592,10,46,P,44.5,,
2020,GM,7/28/2020,592,10,46,O,33.5,,
2020,GM,7/28/2020,592,10,46,G,39,,
2020,GM,7/7/2020,595,22,47,P,45,,
2020,GM,7/7/2020,595,22,47,O,30,,
2020,GM,7/7/2020,595,22,47,G,45,,
2020,GM,7/9/2020,595,23,47,P,44,,
2020,GM,7/9/2020,595,23,47,O,29,,
2020,GM,7/9/2020,595,23,47,G,33,,
2020,GM,7/15/2020,595,23,50,P,45,,
2020,GM,7/15/2020,595,23,50,O,30,,
2020,GM,7/15/2020,595,23,50,G,32.5,,
2020,GM,7/21/2020,595,23,49,P,45.5,,
2020,GM,7/21/2020,595,23,49,O,30,,
2020,GM,7/21/2020,595,23,49,G,46,,
2020,GM,7/28/2020,595,23,50,P,44.5,,
2020,GM,7/28/2020,595,23,50,O,30,,
2020,GM,7/28/2020,595,23,50,G,46,,
2020,GM,7/2/2020,596,7,14,P,11,new H focal plant,
2020,GM,7/2/2020,596,7,14,O,11,new H focal plant,
2020,GM,7/2/2020,596,7,14,G,14,new H focal plant,
2020,GM,7/15/2020,596,7,15.5,P,13.5,,
2020,GM,7/15/2020,596,7,15.5,O,13,,
2020,GM,7/15/2020,596,7,15.5,G,15.5,,
2020,GM,7/21/2020,596,7,16.5,P,14,,
2020,GM,7/21/2020,596,7,16.5,O,13,,
2020,GM,7/21/2020,596,7,16.5,G,16.5,,
2020,GM,7/28/2020,596,7,17,P,16,,
2020,GM,7/28/2020,596,7,17,O,13.5,,
2020,GM,7/28/2020,596,7,17,G,17,,
2020,GM,7/9/2020,600,9,34.5,P,22.5,new H focal plant,
2020,GM,7/9/2020,600,9,34.5,O,30,new H focal plant,
2020,GM,7/9/2020,600,9,34.5,G,31,new H focal plant,
2020,GM,7/15/2020,600,9,36.5,P,22.5,,
2020,GM,7/15/2020,600,9,36.5,O,30,,
2020,GM,7/15/2020,600,9,36.5,G,34,,
2020,GM,7/21/2020,600,9,35,P,23,,
2020,GM,7/21/2020,600,9,35,O,30.5,,
2020,GM,7/21/2020,600,9,35,G,33,,
2020,GM,7/28/2020,600,9,35.5,P,23,,
2020,GM,7/28/2020,600,9,35.5,O,31,,
2020,GM,7/28/2020,600,9,35.5,G,33,,
2020,GM,7/15/2020,801,14,22,P,22,,
2020,GM,7/15/2020,801,14,22,O,7,,
2020,GM,7/15/2020,801,14,22,G,7,,
2020,GM,7/21/2020,801,9,23.5,P,23.5,,
2020,GM,7/21/2020,801,9,23.5,O,8.5,,
2020,GM,7/21/2020,801,9,23.5,G,8.5,,
2020,GM,7/28/2020,801,11,24.5,P,24.5,,
2020,GM,7/28/2020,801,11,24.5,O,10,,
2020,GM,7/28/2020,801,11,24.5,G,8.5,,
2020,GM,7/15/2020,802,7,22.5,P,15,new H focal,
2020,GM,7/15/2020,802,7,22.5,O,22.5,new H focal,
2020,GM,7/15/2020,802,7,22.5,G,15.5,new H focal,
2020,GM,7/21/2020,802,7,23.5,P,15,,
2020,GM,7/21/2020,802,7,23.5,O,23.5,,
2020,GM,7/21/2020,802,7,23.5,G,15.5,chomped,
2020,GM,7/28/2020,802,7,22.5,P,15.5,,
2020,GM,7/28/2020,802,7,22.5,O,22.5,,
2020,GM,7/28/2020,802,7,22.5,G,15,chomped,
2020,GM,7/15/2020,803,6,12.5,P,5,new H focal,
2020,GM,7/15/2020,803,6,12.5,O,12.5,new H focal,
2020,GM,7/15/2020,803,6,12.5,G,3,new H focal,
2020,GM,7/21/2020,803,8,14,P,5.5,,
2020,GM,7/21/2020,803,8,14,O,14,,
2020,GM,7/21/2020,803,8,14,G,3.5,,
2020,GM,7/28/2020,803,8,16,P,7,,
2020,GM,7/28/2020,803,8,16,O,16,,
2020,GM,7/28/2020,803,8,16,G,4.5,,
2020,GM,6/30/2020,948,13,42,P,32.5,newly tagged,
2020,GM,6/30/2020,948,13,42,O,36,newly tagged,observed diseased on 7/7/20
2020,GM,6/30/2020,948,13,42,G,34,newly tagged,
2020,GM,7/2/2020,948,13,43,P,33,,
2020,GM,7/2/2020,948,13,43,O,36,,
2020,GM,7/2/2020,948,13,43,G,34.5,,
2020,GM,6/22/2020,950,5,44.5,P,43,,
2020,GM,6/22/2020,950,5,44.5,O,41,,
2020,GM,6/22/2020,950,5,44.5,G,44.5,,
2020,GM,6/30/2020,950,5,41,P,41,newly tagged,
2020,GM,6/30/2020,950,5,41,O,38,newly tagged,
2020,GM,6/30/2020,950,5,41,G,41,newly tagged,
2020,GM,7/2/2020,950,5,41,P,41,,
2020,GM,7/2/2020,950,5,41,O,37.5,,
2020,GM,7/2/2020,950,5,41,G,41,,
2020,GM,7/7/2020,950,5,44.5,P,43,,
2020,GM,7/7/2020,950,5,44.5,O,41,,
2020,GM,7/7/2020,950,5,44.5,G,44.5,,
2020,GM,7/9/2020,950,5,45,P,43,,
2020,GM,7/9/2020,950,5,45,O,42,,
2020,GM,7/9/2020,950,5,45,G,45,,
2020,GM,7/15/2020,950,5,46,P,44.5,,
2020,GM,7/15/2020,950,5,46,O,43.5,,
2020,GM,7/15/2020,950,5,46,G,46,,
2020,GM,7/21/2020,950,4,45,P,44,,
2020,GM,7/21/2020,950,4,45,O,44,,
2020,GM,7/21/2020,950,4,45,G,45,,
2020,GM,7/28/2020,950,5,46,P,44,,
2020,GM,7/28/2020,950,5,46,O,44,,
2020,GM,7/28/2020,950,5,46,G,46,,
2020,GM,7/7/2020,970,10,21,P,21,"X= 4.7, Y= 15.65",
2020,GM,7/7/2020,970,10,21,O,20,,
2020,GM,7/7/2020,970,10,21,G,12,,
2020,GM,7/15/2020,970,22,3,P,22.5,,
2020,GM,7/15/2020,970,22,3,O,22.5,,
2020,GM,7/15/2020,970,22,3,G,12,,
2020,GM,7/21/2020,970,10,23.5,P,23.5,toppled,
2020,GM,7/21/2020,970,10,23.5,O,23,,
2020,GM,7/21/2020,970,10,23.5,G,12,,
2020,GM,7/28/2020,970,11,23.5,P,23.5,,
2020,GM,7/28/2020,970,11,23.5,O,23,,
2020,GM,7/28/2020,970,11,23.5,G,12.5,,
2020,GM,7/7/2020,972,8,40,P,40,"X= 5.2, Y= 15.75",
2020,GM,7/7/2020,972,8,40,O,39,,
2020,GM,7/7/2020,972,8,40,G,17,,
2020,GM,7/9/2020,972,9,41,P,41,,
2020,GM,7/9/2020,972,9,41,O,40,,
2020,GM,7/9/2020,972,9,41,G,18.5,,
2020,GM,7/15/2020,972,8,43,P,43,,
2020,GM,7/15/2020,972,8,43,O,41,,
2020,GM,7/15/2020,972,8,43,G,19.5,,
2020,GM,7/21/2020,972,8,43.5,P,43.5,,
2020,GM,7/21/2020,972,8,43.5,O,42,,
2020,GM,7/21/2020,972,8,43.5,G,19.5,,
2020,GM,7/28/2020,972,8,42,P,43,,
2020,GM,7/28/2020,972,8,42,O,41.5,,
2020,GM,7/28/2020,972,8,42,G,20,,
2020,GM,7/7/2020,973,2,33,P,33,"X= 2.28, Y= 15.8",
2020,GM,7/7/2020,973,2,33,O,31,,
2020,GM,7/9/2020,973,2,32,P,32,,
2020,GM,7/9/2020,973,2,32,O,32,,
2020,GM,7/15/2020,973,2,34.5,P,34.5,,
2020,GM,7/15/2020,973,2,34.5,O,32.5,,
2020,GM,7/21/2020,973,2,34.5,P,34.5,,
2020,GM,7/21/2020,973,2,34.5,O,33.5,,
2020,GM,7/28/2020,973,2,35,P,35,,
2020,GM,7/28/2020,973,2,35,O,33.5,,
2020,GM,7/7/2020,974,8,38,P,30,"X= 5.3, Y= 17.4",
2020,GM,7/7/2020,974,8,38,O,31,,
2020,GM,7/7/2020,974,8,38,G,38,,
2020,GM,7/9/2020,974,8,38.5,P,28,,
2020,GM,7/9/2020,974,8,38.5,O,33,,
2020,GM,7/9/2020,974,8,38.5,G,38,,
2020,GM,7/15/2020,974,8,39,P,30,,
2020,GM,7/15/2020,974,8,39,O,33.5,,
2020,GM,7/15/2020,974,8,39,G,38,,
2020,GM,7/21/2020,974,8,39,P,30,,
2020,GM,7/21/2020,974,8,39,O,33.5,,
2020,GM,7/21/2020,974,8,39,G,39,,
2020,GM,7/28/2020,974,8,39,P,29.5,,
2020,GM,7/28/2020,974,8,39,O,34.5,,
2020,GM,7/28/2020,974,8,39,G,39,,
2020,GM,7/7/2020,975,4,28,P,23,"X= 5.6, Y= 13.9",
2020,GM,7/7/2020,975,4,28,O,17,,
2020,GM,7/7/2020,975,4,28,G,26,,
2020,GM,7/9/2020,975,4,27.5,P,27.5,,
2020,GM,7/9/2020,975,4,27.5,O,17,,
2020,GM,7/9/2020,975,4,27.5,G,27.5,,
2020,GM,7/15/2020,975,4,30,P,30,,
2020,GM,7/15/2020,975,4,30,O,20,,
2020,GM,7/15/2020,975,4,30,G,29,,
2020,GM,7/21/2020,975,4,31,P,29.5,obs D 7/28,
2020,GM,7/21/2020,975,4,31,O,23,obs D 7/28,
2020,GM,7/21/2020,975,4,31,G,30,obs D 7/28,
2020,HM,7/21/2020,696,6,23.5,P,17,,
2020,HM,7/21/2020,696,6,23.5,O,19.5,,
2020,HM,7/21/2020,696,6,23.5,G,17,,
2020,HM,7/28/2020,696,7,24.5,P,16,O flagging tape eaten,
2020,HM,7/28/2020,696,7,24.5,G,17.5,O flagging tape eaten,
2020,HM,7/21/2020,697,12,17.5,P,16,,
2020,HM,7/21/2020,697,12,17.5,O,13.5,,
2020,HM,7/21/2020,697,12,17.5,G,16,,
2020,HM,7/28/2020,697,13,17.5,P,16.5,,
2020,HM,7/28/2020,697,13,17.5,O,14,,
2020,HM,7/28/2020,697,13,17.5,G,16,,
2020,HM,7/21/2020,698,7,28.5,P,27,new,
2020,HM,7/21/2020,698,7,28.5,O,12,new,
2020,HM,7/21/2020,698,7,28.5,G,23.5,new,
2020,HM,7/28/2020,698,7,27.5,P,27,,
2020,HM,7/28/2020,698,7,27.5,O,13,,
2020,HM,7/28/2020,698,7,27.5,G,24,,
2020,HM,7/21/2020,699,18,33.5,P,27.5,new,
2020,HM,7/21/2020,699,18,33.5,O,23,new,
2020,HM,7/21/2020,699,18,33.5,G,25.5,new,
2020,HM,7/28/2020,699,18,30.5,P,27,,
2020,HM,7/28/2020,699,18,30.5,O,23,,
2020,HM,7/28/2020,699,18,30.5,G,26.5,,
2020,HM,7/21/2020,700,6,16.5,P,15,new,
2020,HM,7/21/2020,700,6,16.5,O,16,new,
2020,HM,7/21/2020,700,6,16.5,G,7.5,new,
2020,HM,7/28/2020,700,6,16.5,O,16.5,P&G flagging tape eaten,
2020,HM,6/25/2020,929,19,8,P,8,other stems too small to tag,
2020,HM,6/25/20,929,19,8,P,8,other stems too small to tag,
2020,HM,7/2/2020,929,19,13.5,P,13.5,,
2020,HM,7/2/2020,929,19,13.5,O,10,,
2020,HM,7/2/2020,929,19,13.5,G,9,,
2020,HM,7/7/2020,929,18,17.5,P,17.5,,
2020,HM,7/7/2020,929,18,17.5,O,13.5,,
2020,HM,7/7/2020,929,18,17.5,G,10,,
2020,HM,7/9/2020,929,17,19,P,19,,
2020,HM,7/9/2020,929,17,19,O,14.5,,
2020,HM,7/9/2020,929,17,19,G,11,,
2020,HM,7/15/2020,929,18,22,P,22,,
2020,HM,7/15/2020,929,18,22,O,17,,
2020,HM,7/15/2020,929,18,22,G,12,,
2020,HM,7/21/2020,929,16,23,P,23,,
2020,HM,7/21/2020,929,16,23,O,17,,
2020,HM,7/21/2020,929,16,23,G,13,,
2020,HM,7/28/2020,929,17,22,P,22,,
2020,HM,7/28/2020,929,17,22,O,17,,
2020,HM,7/28/2020,929,17,22,G,13,,
2020,HM,6/25/20,930,22,17,P,16,,
2020,HM,6/25/20,930,22,17,O,15,,
2020,HM,6/25/20,930,22,17,G,13,,
2020,HM,7/2/2020,930,20,20,P,17.5,,
2020,HM,7/2/2020,930,20,20,O,17.5,,
2020,HM,7/2/2020,930,20,20,G,14.5,,
2020,HM,7/7/2020,930,19,22,P,20,,
2020,HM,7/7/2020,930,19,22,O,21,,
2020,HM,7/7/2020,930,19,22,G,16,,
2020,HM,7/9/2020,930,16,22,P,20,,
2020,HM,7/9/2020,930,16,22,O,22,,
2020,HM,7/9/2020,930,16,22,G,15.5,,
2020,HM,7/15/2020,930,16,23,P,20,,
2020,HM,7/15/2020,930,16,23,O,22,,
2020,HM,7/15/2020,930,16,23,G,16,,
2020,HM,7/21/2020,930,21,24,P,20,,
2020,HM,7/21/2020,930,21,24,O,22.5,,
2020,HM,7/21/2020,930,21,24,G,17,,
2020,HM,7/28/2020,930,19,24,P,25,,
2020,HM,7/28/2020,930,19,24,O,23,,
2020,HM,7/28/2020,930,19,24,G,17,,
2020,HM,6/25/20,931,7,20,P,11,,
2020,HM,6/25/20,931,7,20,O,19,,
2020,HM,6/25/20,931,7,20,G,12,,
2020,HM,7/2/2020,931,6,27.5,P,16,,
2020,HM,7/2/2020,931,6,27.5,O,26,,
2020,HM,7/2/2020,931,6,27.5,G,16,,
2020,HM,7/7/2020,931,7,31,P,20.5,,
2020,HM,7/7/2020,931,7,31,O,31,,
2020,HM,7/7/2020,931,7,31,G,19.5,,
2020,HM,7/9/2020,931,6,31.5,P,21,,
2020,HM,7/9/2020,931,6,31.5,O,31,,
2020,HM,7/9/2020,931,6,31.5,G,20.5,,
2020,HM,7/15/2020,931,6,33.5,P,24,,
2020,HM,7/15/2020,931,6,33.5,O,33.5,,
2020,HM,7/15/2020,931,6,33.5,G,24,,
2020,HM,7/21/2020,931,7,35,P,24,,
2020,HM,7/21/2020,931,7,35,O,35,,
2020,HM,7/21/2020,931,7,35,G,25,,
2020,HM,7/28/2020,931,8,33.5,P,22,,
2020,HM,7/28/2020,931,8,33.5,O,33.5,,
2020,HM,7/28/2020,931,8,33.5,G,25,,
2020,HM,6/25/20,932,12,19,P,14,,
2020,HM,6/25/20,932,12,19,O,10,,
2020,HM,6/25/20,932,12,19,G,14,,
2020,HM,7/2/2020,932,,21,P,17.5,,
2020,HM,7/2/2020,932,,21,O,12,,
2020,HM,7/2/2020,932,,21,G,16,,
2020,HM,7/7/2020,932,12,23,P,20,,
2020,HM,7/7/2020,932,12,23,O,13.5,,
2020,HM,7/7/2020,932,12,23,G,17,,
2020,HM,7/9/2020,932,12,23,P,20,,
2020,HM,7/9/2020,932,12,23,O,14,,
2020,HM,7/9/2020,932,12,23,G,17,,
2020,HM,7/15/2020,932,12,22.5,P,20,,
2020,HM,7/15/2020,932,12,22.5,O,14.5,,
2020,HM,7/15/2020,932,12,22.5,G,17.5,,
2020,HM,7/21/2020,932,12,23,P,20,,
2020,HM,7/21/2020,932,12,23,O,14.5,,
2020,HM,7/21/2020,932,12,23,G,17.5,,
2020,HM,7/28/2020,932,12,22.5,P,19.5,,
2020,HM,7/28/2020,932,12,22.5,O,14,,
2020,HM,7/28/2020,932,12,22.5,G,17,,
2020,HM,7/15/2020,997,23,29,P,21,,
2020,HM,7/15/2020,997,23,29,O,27,,
2020,HM,7/15/2020,997,23,29,G,19.5,,
2020,HM,7/21/2020,997,26,27,P,21,6 tiny stems < 1cm,
2020,HM,7/21/2020,997,26,27,O,26.5,,
2020,HM,7/21/2020,997,26,27,G,20,,
2020,HM,7/28/2020,997,25,28,P,20.5,,
2020,HM,7/28/2020,997,25,28,O,26.5,,
2020,HM,7/28/2020,997,25,28,G,20,,
