2045,6,1,0.0,0.0
2045,6,2,0.0,0.5
2045,6,3,0.0,0.45
2045,6,4,0.0,0.0
2045,6,5,0.0,0.0
2045,6,6,0.0,0.0
2045,6,7,0.0,0.0
2045,6,8,0.0,0.241
2045,6,9,0.0,0.578
2045,6,10,1.453,1.506
2045,6,11,0.0,0.173
2045,6,12,1.097,0.0
2045,6,13,4.54,0.0
2045,6,14,9.878,0.125
2045,6,15,0.438,0.725
2045,6,16,0.0,0.0
2045,6,17,0.0,0.0
2045,6,18,0.0,0.0
2045,6,19,0.0,0.275
2045,6,20,0.0,0.55
2045,6,21,1.477,1.6
2045,6,22,0.437,0.65
2045,6,23,0.05,1.075
2045,6,24,0.0,6.9
2045,6,25,0.0,0.575
2045,6,26,0.0,5.1
2045,6,27,0.4,0.0
2045,6,28,0.0,0.45
2045,6,29,0.0,0.775
2045,6,30,0.0,5.25
2045,7,1,0.0,4.75
2045,7,2,0.0,1.275
2045,7,3,0.0,0.825
2045,7,4,0.0,6.975
2045,7,5,0.392,0.0
2045,7,6,0.95,0.0
2045,7,7,0.475,0.0
2045,7,8,2.8,0.0
2045,7,9,1.875,3.175
2045,7,10,6.345,1.9
2045,7,11,0.0,5.875
2045,7,12,0.075,7.85
2045,7,13,0.025,2.9
2045,7,14,0.0,1.775
2045,7,15,0.55,0.85
2045,7,16,2.1,0.1
2045,7,17,5.375,6.875
2045,7,18,0.625,0.35
2045,7,19,0.0,4.2
2045,7,20,0.0,1.05
2045,7,21,0.0,0.0
2045,7,22,0.583,1.95
2045,7,23,0.0,0.675
2045,7,24,0.0,0.875
2045,7,25,0.0,2.275
2045,7,26,0.6,4.2
2045,7,27,0.325,3.7
2045,7,28,0.075,3.675
2045,7,29,0.0,6.675
2045,7,30,0.074,0.1
2045,7,31,0.0,1.825
2045,8,1,0.0,2.15
2045,8,2,0.07,0.0
2045,8,3,0.0,7.425
2045,8,4,0.05,1.85
2045,8,5,0.046,4.725
2045,8,6,5.25,5.575
2045,8,7,0.067,4.0
2045,8,8,0.95,4.4
2045,8,9,0.2,2.275
2045,8,10,0.0,0.148
2045,8,11,1.05,0.0
2045,8,12,0.0,2.675
2045,8,13,0.3,0.0
2045,8,14,0.3,12.1
2045,8,15,0.225,14.7
2045,8,16,0.7,8.85
2045,8,17,4.725,4.875
2045,8,18,0.3,5.025
2045,8,19,1.375,0.116
2045,8,20,1.225,0.9
2045,8,21,0.72,0.85
2045,8,22,1.3,4.525
2045,8,23,0.0,12.2
2045,8,24,0.275,15.9
2045,8,25,0.294,4.224
2045,8,26,0.0,1.6
2045,8,27,1.474,5.45
2045,8,28,0.725,14.8
2045,8,29,0.069,13.275
2045,8,30,0.0,7.35
2045,8,31,0.0,0.335
2045,9,1,2.4,1.925
2045,9,2,9.45,1.95
2045,9,3,0.876,6.15
2045,9,4,0.0,0.061
2045,9,5,0.0,0.12
2045,9,6,0.0,0.26
2045,9,7,0.0,0.0
2045,9,8,0.0,3.17
2045,9,9,0.0,0.792
2045,9,10,0.0,0.563
2045,9,11,0.0,2.39
2045,9,12,0.0,3.825
2045,9,13,0.0,9.75
2045,9,14,0.0,5.946
2045,9,15,0.187,1.994
2045,9,16,0.338,3.042
2045,9,17,0.0,2.93
2045,9,18,0.945,0.167
2045,9,19,3.722,0.09
2045,9,20,13.061,0.0
2045,9,21,23.375,0.0
2045,9,22,1.661,0.0
2045,9,23,0.486,0.0
2045,9,24,0.475,0.0
2045,9,25,0.0,0.015
2045,9,26,0.178,0.0
2045,9,27,0.014,0.0
2045,9,28,0.016,0.0
2045,9,29,1.889,0.0
2045,9,30,0.0,11.839
